Year;Cor reconstruction;Cor & Stat reconstruction;Villalba reconstruction;Cor reconstruction 30yr filtered;Cor & Stat reconstruction 30yr filtered;Villalba reconstruction 30yr filtered;Target SAM (Marshall);Target SAM (Marshall) 30yr filtered
1793;-0.5411;-1.1396;-3.7648;-0.5451;-0.6799;-3.8796;NA;NA
1794;-0.9996;-1.1941;-3.8253;-0.634;-0.7188;-3.9866;NA;NA
1795;-0.3706;-0.4601;-5.0498;-0.6214;-0.6732;-4.075;NA;NA
1796;0.1304;-0.3761;-3.7408;-0.5571;-0.5731;-4.1112;NA;NA
1797;-0.3451;0.0059;-3.5243;-0.4768;-0.4587;-4.0616;NA;NA
1798;-1.8216;-1.4136;-4.6318;-0.4162;-0.3703;-3.8433;NA;NA
1799;-0.9531;-0.3256;-4.1723;-0.3187;-0.2574;-3.4803;NA;NA
1800;0.0099;0.1889;-3.7883;-0.1527;-0.0851;-3.0994;NA;NA
1801;-0.3261;-0.3426;-3.8713;0.0084;0.0836;-2.8273;NA;NA
1802;0.6834;1.0529;-1.3118;0.0913;0.1853;-2.6392;NA;NA
1803;0.5744;0.8149;-0.8263;0.0873;0.2111;-2.4367;NA;NA
1804;0.7099;0.2929;-2.3533;0.0514;0.2069;-2.2367;NA;NA
1805;0.6224;0.3149;-2.0898;0.0066;0.1922;-2.0563;NA;NA
1806;1.4714;1.4809;-0.2828;-0.0245;0.1864;-1.9124;NA;NA
1807;-0.1246;-0.7756;-1.7493;-0.0891;0.1598;-1.8284;NA;NA
1808;0.1249;0.6789;-1.3993;-0.2112;0.0933;-1.796;NA;NA
1809;-1.5586;-0.4056;-2.3843;-0.3322;0.0225;-1.7839;NA;NA
1810;-1.8176;-1.6016;-4.0338;-0.394;-0.0171;-1.7612;NA;NA
1811;-1.3021;-0.2681;-2.3868;-0.4203;-0.0394;-1.7321;NA;NA
1812;-0.9341;-0.0511;-1.6603;-0.4569;-0.071;-1.7166;NA;NA
1813;-0.7076;-0.8606;-2.8178;-0.4775;-0.0956;-1.707;NA;NA
1814;1.2644;1.5399;1.4502;-0.4562;-0.0965;-1.6956;NA;NA
1815;0.1944;0.6599;-0.9173;-0.3241;-0.0242;-1.6749;NA;NA
1816;-0.4581;-0.1246;-1.7563;-0.1149;0.0976;-1.6111;NA;NA
1817;-0.3891;-0.0476;-2.7243;0.0433;0.1751;-1.5094;NA;NA
1818;-1.0641;-1.0866;-3.2103;0.1883;0.2212;-1.4207;NA;NA
1819;0.5934;0.4129;-2.3328;0.3947;0.2891;-1.3956;NA;NA
1820;1.3474;0.6659;0.1497;0.5895;0.3455;-1.4323;NA;NA
1821;0.6034;-0.0701;-0.6648;0.6994;0.3573;-1.4951;NA;NA
1822;1.6174;1.1409;0.2367;0.7343;0.323;-1.584;NA;NA
1823;1.6309;1.2254;-2.2983;0.7476;0.2667;-1.6987;NA;NA
1824;-0.0521;0.1219;-2.7278;0.7322;0.1933;-1.8394;NA;NA
1825;0.2194;-0.2631;-2.9878;0.6809;0.1078;-2.0502;NA;NA
1826;0.6169;0.6179;-1.6683;0.5473;-0.0241;-2.3421;NA;NA
1827;0.3929;-0.9791;-3.2118;0.3334;-0.209;-2.6655;NA;NA
1828;0.9044;-0.4396;-1.0738;0.1034;-0.4004;-2.971;NA;NA
1829;0.5369;-0.6306;-2.9233;-0.078;-0.5515;-3.2088;NA;NA
1830;-0.4506;-0.5881;-4.1848;-0.2706;-0.7121;-3.4203;NA;NA
1831;-0.1436;0.0574;-3.4368;-0.5271;-0.9206;-3.6527;NA;NA
1832;-0.8731;-0.7991;-3.3223;-0.7724;-1.1139;-3.865;NA;NA
1833;-1.9186;-2.2291;-4.7778;-0.9314;-1.2288;-4.0164;NA;NA
1834;-1.9211;-1.9516;-5.7333;-1.0058;-1.256;-4.0662;NA;NA
1835;-1.6296;-1.3561;-4.9413;-1.0523;-1.2416;-3.9798;NA;NA
1836;-0.8081;-1.5176;-3.6598;-1.0781;-1.2057;-3.7948;NA;NA
1837;-0.6031;-0.8491;-2.1658;-1.0907;-1.1682;-3.5785;NA;NA
1838;-1.7561;-1.6441;-4.4618;-1.038;-1.0789;-3.398;NA;NA
1839;-1.6711;-1.6396;-5.1458;-0.9078;-0.9185;-3.1986;NA;NA
1840;-0.2911;-0.3346;-1.4528;-0.7673;-0.7531;-2.9172;NA;NA
1841;-0.5336;-0.8196;-2.3353;-0.684;-0.6488;-2.6078;NA;NA
1842;1.0399;0.5564;0.8347;-0.6275;-0.5755;-2.3247;NA;NA
1843;-0.0536;0.2014;-1.3683;-0.5454;-0.4803;-2.1221;NA;NA
1844;-1.5956;-0.5226;-3.5198;-0.4723;-0.3955;-1.9917;NA;NA
1845;-0.5371;-0.8181;-3.3558;-0.4426;-0.3533;-1.8881;NA;NA
1846;-0.0546;0.2964;-0.6308;-0.4893;-0.3932;-1.8091;NA;NA
1847;-0.5036;-0.4181;-2.5878;-0.5914;-0.4964;-1.753;NA;NA
1848;0.1204;0.4369;-1.3528;-0.7023;-0.6079;-1.7558;NA;NA
1849;-1.4591;-1.2701;-2.4758;-0.7755;-0.6727;-1.8281;NA;NA
1850;-1.1396;-1.3546;-2.7823;-0.8462;-0.7262;-1.9297;NA;NA
1851;-0.9041;-1.2651;-1.2533;-0.951;-0.8126;-2.0199;NA;NA
1852;-0.4741;-0.2381;-0.1083;-1.0461;-0.8896;-2.0585;NA;NA
1853;-1.9576;-2.0256;-3.5448;-1.0877;-0.9148;-2.0561;NA;NA
1854;-1.1526;-1.0061;-1.0738;-1.0499;-0.8534;-2.0474;NA;NA
1855;-0.8141;-0.7286;-0.8163;-0.9638;-0.7337;-2.0283;NA;NA
1856;-1.0556;-0.6506;-1.9453;-0.871;-0.6087;-1.9946;NA;NA
1857;-1.4786;-0.7406;-3.3443;-0.8132;-0.5312;-1.9201;NA;NA
1858;-1.4066;-0.8701;-4.3393;-0.7573;-0.4653;-1.8032;NA;NA
1859;-1.2891;-1.1816;-3.1903;-0.6677;-0.3667;-1.6771;NA;NA
1860;-0.0341;0.5819;-0.3068;-0.583;-0.2755;-1.5749;NA;NA
1861;0.9074;1.1419;-1.2833;-0.5417;-0.2318;-1.5297;NA;NA
1862;0.6229;1.1064;1.0602;-0.5526;-0.2512;-1.5439;NA;NA
1863;0.3294;0.5544;-0.8553;-0.5877;-0.306;-1.5877;NA;NA
1864;-1.3366;-1.3336;-2.6803;-0.6298;-0.3716;-1.6452;NA;NA
1865;-1.6291;-1.7841;-1.9893;-0.6618;-0.4232;-1.7008;NA;NA
1866;-0.3506;-0.3306;-0.0643;-0.7173;-0.4932;-1.7389;NA;NA
1867;-0.4151;-0.3691;-1.0828;-0.8146;-0.6054;-1.7956;NA;NA
1868;-1.5541;-1.1206;-0.7453;-0.9136;-0.7219;-1.8959;NA;NA
1869;-1.6086;-1.1201;-5.1473;-0.9743;-0.805;-2.007;NA;NA
1870;-1.9046;-1.5976;-3.4938;-0.9974;-0.8564;-2.096;NA;NA
1871;-0.8671;-0.9016;-2.8918;-1.0115;-0.9023;-2.1301;NA;NA
1872;-0.1251;0.2784;-1.4428;-1.0181;-0.9407;-2.0651;NA;NA
1873;-1.5106;-1.5346;-3.3313;-1.0188;-0.97;-1.9241;NA;NA
1874;-1.3346;-1.4756;-1.7973;-0.9855;-0.9771;-1.7746;NA;NA
1875;-0.3386;0.1104;-1.0433;-0.9136;-0.962;-1.6843;NA;NA
1876;-0.0671;0.3374;1.3327;-0.8392;-0.942;-1.6347;NA;NA
1877;-1.2346;-2.3171;-2.0648;-0.7984;-0.9348;-1.572;NA;NA
1878;0.0909;-0.7666;0.5732;-0.7898;-0.9575;-1.5112;NA;NA
1879;-1.7881;-2.0936;-3.1188;-0.7868;-0.9931;-1.467;NA;NA
1880;-0.5836;0.0749;-1.0363;-0.7871;-1.0077;-1.4545;NA;NA
1881;-1.0651;-1.4421;-2.5268;-0.8154;-1.0091;-1.5254;NA;NA
1882;-0.7416;-0.8686;-1.9138;-0.8755;-1.0172;-1.6813;NA;NA
1883;-0.5631;-0.5971;-1.7723;-0.9342;-1.0153;-1.8621;NA;NA
1884;-0.8706;-0.9836;-1.9683;-0.9585;-0.9871;-2.0074;NA;NA
1885;-1.6076;-1.9451;-3.0573;-0.9362;-0.8899;-2.0569;NA;NA
1886;-0.1911;-0.1226;-0.7418;-0.8913;-0.7326;-1.9675;NA;NA
1887;-0.9701;-1.0671;-2.1003;-0.8441;-0.5764;-1.777;NA;NA
1888;-1.7446;-1.2151;-2.6528;-0.815;-0.4824;-1.5466;NA;NA
1889;-1.2366;-0.5126;-2.1748;-0.7807;-0.4152;-1.3374;NA;NA
1890;-0.2896;0.4029;-0.8493;-0.7242;-0.3265;-1.2104;NA;NA
1891;-0.8901;-0.7446;-1.0398;-0.6755;-0.2584;-1.1043;NA;NA
1892;-1.1501;-0.3976;-1.0353;-0.6647;-0.2526;-0.9629;NA;NA
1893;-0.4181;0.1229;-1.8088;-0.7033;-0.3387;-0.8551;NA;NA
1894;1.0884;1.6504;1.4427;-0.7682;-0.4864;-0.8501;NA;NA
1895;-0.7976;-0.2561;-0.4933;-0.8381;-0.6482;-1.0132;NA;NA
1896;-0.8091;-0.8266;-1.4223;-0.8913;-0.7767;-1.3103;NA;NA
1897;-0.2821;-0.5421;-0.0803;-0.9772;-0.9478;-1.6608;NA;NA
1898;-0.8741;-1.2051;0.8762;-1.1169;-1.2054;-1.984;NA;NA
1899;-2.2466;-2.3656;-4.6558;-1.2474;-1.4538;-2.1994;NA;NA
1900;-2.3576;-2.9241;-3.6433;-1.3051;-1.5972;-2.3669;NA;NA
1901;-1.2776;-1.7976;-3.3378;-1.2991;-1.6425;-2.5694;NA;NA
1902;-1.7436;-2.5436;-3.2043;-1.2785;-1.6621;-2.76;NA;NA
1903;-1.0516;-1.4376;-3.2708;-1.2402;-1.6588;-2.8923;NA;NA
1904;-1.2916;-1.5926;-4.4083;-1.1815;-1.6351;-2.9195;NA;NA
1905;-1.3331;-1.3061;-3.2513;-1.0504;-1.5326;-2.7731;NA;NA
1906;-1.8371;-3.1491;-2.7798;-0.8417;-1.34;-2.4725;NA;NA
1907;0.0059;0.4214;-0.9618;-0.6223;-1.1307;-2.1035;NA;NA
1908;-0.4681;-0.9826;-2.2398;-0.459;-0.9783;-1.7521;NA;NA
1909;0.2104;-0.2521;-0.5593;-0.3114;-0.8472;-1.5039;NA;NA
1910;1.0104;0.5829;1.1067;-0.1274;-0.6817;-1.2986;NA;NA
1911;0.2574;-0.5156;-1.7828;0.0435;-0.5244;-1.0598;NA;NA
1912;0.0304;-0.3781;-0.9188;0.1517;-0.418;-0.8495;NA;NA
1913;-0.1041;-0.7391;-2.4948;0.1931;-0.3644;-0.7294;NA;NA
1914;0.0419;-0.7496;0.9832;0.2026;-0.3343;-0.7229;NA;NA
1915;-0.6116;-2.1156;-0.9518;0.1895;-0.3242;-0.7925;NA;NA
1916;0.2359;-0.1656;-1.6823;0.163;-0.3308;-0.9088;NA;NA
1917;0.7469;0.7459;-1.0538;0.0923;-0.3727;-1.0424;NA;NA
1918;0.7294;0.4734;0.4067;-0.0319;-0.4531;-1.1641;NA;NA
1919;-0.3201;-0.7996;-2.3933;-0.1686;-0.5443;-1.2886;NA;NA
1920;-0.3081;-0.6241;-1.5923;-0.2767;-0.6189;-1.4419;NA;NA
1921;-0.9711;-0.7271;-1.3963;-0.384;-0.6992;-1.6108;NA;NA
1922;-0.5636;-0.4541;-2.9048;-0.5222;-0.8071;-1.7825;NA;NA
1923;-0.4091;-0.6011;-1.8758;-0.6566;-0.9139;-1.9917;NA;NA
1924;-0.4421;-1.3846;-1.8213;-0.7526;-0.9911;-2.2553;NA;NA
1925;-0.3986;-0.8581;-0.3208;-0.8154;-1.0615;-2.5335;NA;NA
1926;-2.4181;-2.7561;-3.0063;-0.8719;-1.1491;-2.7865;NA;NA
1927;-1.1436;-1.4111;-5.0303;-0.9193;-1.2278;-2.9744;NA;NA
1928;0.1284;0.1524;-1.5013;-0.9545;-1.2714;-3.1103;NA;NA
1929;-1.4871;-1.7576;-3.5428;-0.948;-1.2458;-3.2313;NA;NA
1930;-1.3541;-1.3681;-4.6463;-0.8994;-1.1674;-3.3336;NA;NA
1931;-1.2731;-1.6601;-3.5578;-0.8501;-1.0853;-3.4133;NA;NA
1932;-0.9651;-1.6121;-4.0693;-0.8414;-1.0485;-3.455;NA;NA
1933;0.1254;-0.2986;-2.3088;-0.8762;-1.0505;-3.4557;NA;NA
1934;-0.8316;-1.0386;-5.1763;-0.9216;-1.0524;-3.4304;NA;NA
1935;-0.6836;-0.7171;-2.7938;-0.9665;-1.0547;-3.3941;NA;NA
1936;-0.6236;-0.5821;-3.1638;-0.9992;-1.0577;-3.3618;NA;NA
1937;-0.1056;-0.2666;-2.2853;-1.0383;-1.0755;-3.3184;NA;NA
1938;-0.5551;0.0084;-1.3133;-1.0958;-1.1106;-3.2497;NA;NA
1939;-1.5881;-1.2041;-4.1073;-1.1509;-1.1457;-3.1726;NA;NA
1940;-2.3376;-2.4486;-3.7888;-1.1828;-1.1641;-3.104;NA;NA
1941;-2.5526;-2.5596;-3.9348;-1.2144;-1.1888;-3.0606;NA;NA
1942;-2.5791;-2.2831;-4.2398;-1.2575;-1.2295;-3.0702;NA;NA
1943;-0.5036;-0.9131;-3.2268;-1.2748;-1.2488;-3.1247;NA;NA
1944;0.3144;-0.2096;-0.5358;-1.2561;-1.2493;-3.1876;NA;NA
1945;-0.9066;-1.6591;-1.7983;-1.2186;-1.2497;-3.2222;NA;NA
1946;-1.2756;-0.4636;-3.5778;-1.1658;-1.2361;-3.192;NA;NA
1947;-1.4971;-1.0566;-5.4763;-1.1009;-1.195;-3.121;NA;NA
1948;-0.5291;-0.5796;-2.6408;-1.0173;-1.1174;-3.0419;NA;NA
1949;-0.7716;-1.0176;-3.3058;-0.9123;-1.0121;-2.9308;NA;NA
1950;-0.5641;-0.7191;-1.9633;-0.7946;-0.8924;-2.764;NA;NA
1951;-0.6421;-1.1496;-1.9118;-0.6735;-0.7715;-2.494;NA;NA
1952;-2.2686;-2.0541;-4.6593;-0.5101;-0.6167;-2.126;NA;NA
1953;-0.2466;-0.4866;-1.6338;-0.2975;-0.4189;-1.7157;NA;NA
1954;0.0694;-0.3371;-1.2498;-0.0922;-0.2262;-1.3186;NA;NA
1955;-0.2161;-0.5391;-1.2648;0.0495;-0.0868;-0.9905;NA;NA
1956;0.4799;1.0024;-0.5808;0.1696;0.0418;-0.6603;NA;NA
1957;0.0479;0.1279;-0.9008;0.3157;0.2012;-0.2762;NA;NA
1958;-0.2126;-0.4536;0.9872;0.4396;0.3425;0.0782;-1.3954;NA
1959;1.1904;0.9194;1.2037;0.4932;0.4167;0.3189;1.1546;NA
1960;0.8469;0.8054;0.6182;0.437;0.389;0.4182;0.8713;NA
1961;1.3404;1.5099;1.8597;0.3047;0.2934;0.4306;-0.162;NA
1962;1.8819;1.2589;-0.2168;0.1573;0.1839;0.395;1.8013;NA
1963;2.0194;1.9454;3.5047;0.0556;0.1146;0.3505;2.4213;NA
1964;-0.8006;-0.7396;-0.1923;-0.0556;0.0344;0.3361;-1.0287;NA
1965;-2.5831;-2.0156;-2.8838;-0.2303;-0.1043;0.3083;-2.7854;NA
1966;-1.8161;-1.3006;-1.2348;-0.4049;-0.2425;0.2253;-0.862;NA
1967;-1.3481;-0.9096;-0.9093;-0.5161;-0.3213;0.129;-2.3554;NA
1968;-0.4526;-0.3266;0.9872;-0.575;-0.3411;0.0613;-0.3754;NA
1969;-1.1431;-1.0086;0.0237;-0.6283;-0.3446;0.0385;-2.1787;NA
1970;-0.8001;-0.9861;0.1802;-0.6662;-0.3366;0.0409;0.9546;NA
1971;0.7949;1.4099;2.1372;-0.6786;-0.3214;0.0559;0.108;NA
1972;-1.4651;-1.1881;-0.7933;-0.5798;-0.2066;0.0709;-0.7087;NA
1973;-0.5416;-0.9031;0.4892;-0.3937;-0.0074;0.0734;0.1046;-0.3899
1974;1.9259;2.8889;1.2362;-0.2742;0.1105;0.05;2.138;-0.2243
1975;-0.2846;0.4774;-0.2828;-0.2416;0.1218;0.0012;-1.342;-0.0583
1976;0.3939;1.0384;-1.0648;-0.2137;0.1156;-0.0646;0.4813;0.0376
1977;-1.8521;-1.7801;-1.2228;-0.1919;0.0975;-0.1393;-2.3354;0.0234
1978;-1.1966;-1.1021;-0.8708;-0.1772;0.0731;-0.2143;0.518;-0.04
1979;0.9699;1.3569;0.5162;-0.2057;-0.0072;-0.2975;0.358;-0.0719
1980;-0.1261;-0.0211;0.2522;-0.2801;-0.153;-0.3909;-0.792;-0.0897
1981;0.3774;0.8104;0.2152;-0.3511;-0.2983;-0.477;1.248;-0.1401
1982;0.7269;0.9759;0.8197;-0.3696;-0.3773;-0.5386;1.128;-0.1857
1983;-0.9641;-1.7001;-0.6388;-0.3656;-0.4199;-0.5582;-0.8387;-0.1893
1984;-0.6381;-1.2066;-1.3218;-0.3776;-0.4775;-0.5531;-0.312;-0.1566
1985;-1.9566;-2.3201;-2.2633;-0.3693;-0.5161;-0.5446;-1.4587;-0.1145
1986;-1.0566;-1.2736;-2.3158;-0.3043;-0.5019;-0.5219;-0.4587;-0.0567
1987;-0.8391;-1.0151;-0.9383;-0.1902;-0.4305;-0.474;-0.8154;0.0226
1988;1.1684;1.1354;1.1902;-0.0539;-0.3254;-0.39;0.598;0.1199
1989;1.5624;1.6079;0.4992;0.1116;-0.1945;-0.2694;1.4146;0.2275
1990;0.9764;0.3024;1.6232;0.3132;-0.0458;-0.1164;0.9713;0.3381
1991;0.9139;0.4604;1.4202;0.6034;0.1671;0.0644;0.2846;0.5217
1992;-1.0111;-1.2556;-0.9263;NA;NA;NA;-0.5687;0.7681
1993;-0.5811;-0.7806;-1.4963;NA;NA;NA;0.1413;0.9489
1994;2.0404;1.8789;-0.9808;NA;NA;NA;1.958;1.0641
1995;2.5404;1.5049;0.7912;NA;NA;NA;2.118;1.1844
1996;3.1844;1.7489;1.4422;NA;NA;NA;0.6613;1.2883
1997;2.7024;1.8674;2.0057;NA;NA;NA;1.4413;1.3542
1998;2.3399;0.8359;1.8147;NA;NA;NA;1.1913;1.351
1999;4.9324;3.3974;4.5717;NA;NA;NA;2.218;1.3041
2000;4.8289;3.4854;6.2452;NA;NA;NA;3.4246;1.277
2001;3.5749;2.0819;1.5582;NA;NA;NA;-0.692;NA
2002;2.5589;1.5049;1.7577;NA;NA;NA;2.4746;NA
2003;3.7404;2.8039;2.4752;NA;NA;NA;0.3446;NA
2004;3.6879;2.5649;1.3192;NA;NA;NA;-0.072;NA
2005;2.2134;0.4459;3.3937;NA;NA;NA;0.9613;NA
