X;ID;dataSetName;archiveType;siteName;latitude;longitude;elevation;region;country;startYear;endYear
[ID422]_TR_Cluster_CAN20_[Col6]_C.Andes_Cluster_3A_Data_Signalfree_2;422;TR_Cluster_CAN20;tree;CAN20_Cluster; -41.33333333; -71.83333;  900.0;South America;Argentina;  -342;1995
[ID423]_TR_Cluster_CAN23_[Col6]_C.Andes_Cluster_3B_Data_Signalfree_2;423;TR_Cluster_CAN23;tree;CAN23_Cluster; -42.00000000; -71.83333; 1220.0;South America;Argentina;   320;1993
[ID424]_TR_Cluster_CAN25_[Col6]_C.Andes_Cluster_3C_Data_Signalfree_2;424;TR_Cluster_CAN25;tree;CAN25_Cluster; -42.50000000; -71.83333;  550.0;South America;Argentina;   311;1993
[ID425]_TR_Cluster_CAN26_[Col6]_C.Andes_Cluster_3D_Data_Signalfree_2;425;TR_Cluster_CAN26;tree;CAN26_Cluster; -42.50000000; -73.83333;  750.0;South America;Chile;  1386;1987
[ID427]_TR_Cluster_CAN3_[Col6]_C.Andes_Cluster_7B_Data_Signalfree_2;427;TR_Cluster_CAN3;tree;CAN3_Cluster; -38.00000000; -71.25000; 1570.0;South America;Argentina;  1375;1975
[ID431]_Mangawhero_NZ_[Col6]_MANGAWE_Signalfree_2;431;Mangawhero_NZ;tree;Mangawhero; -39.35000000; 175.48333; 1000.0;Australasia;New Zealand;  1437;1994
[ID432]_TR_Cluster_CAN12_[Col6]_C.Andes_Cluster_6A_Data_Signalfree_2;432;TR_Cluster_CAN12;tree;CAN12_Cluster; -40.00000000; -71.00000;  800.0;South America;Argentina;  1508;1992
[ID435]_TR_Cluster_CAN6_[Col6]_C.Andes_Cluster_5N_Data_Signalfree_2;435;TR_Cluster_CAN6;tree;CAN6_Cluster; -38.50000000; -71.50000; 1400.0;South America;Argentina;  1140;2006
[ID437]_Flores_d18O_[Col1]_Flores_d18O;437;Flores_d18O;speleothem;Flores Indonesia d18O;  -4.00000000; 119.00000;    0.0;Australasia;Indonesia;     5;2005
[ID438]_Cape Range, Western Australia_[Col1]_d18OCR.1;438;Cape Range, Western Australia;speleothem;Cape Range CR1; -21.93000000; 114.05000;   98.0;Australasia;Australia;   511;2010
[ID439]_Law_Dome_Na_new_[Col1]_Law_Dome_Na;439;Law_Dome_Na_new;ice core;Law Dome Na new; -66.14000000; 111.86000; 1370.0;Antarctica;Antarctica;  1000;2009
[ID440]_James Ross Island 2014_[Col1]_JRI_dD_Jan_Dec;440;James Ross Island 2014;ice core;James_Ross_Island_2014; -64.20000000; -57.69000; 1542.0;Antarctica;Antarctica;  1000;2007
[ID440]_James Ross Island 2014_[Col2]_JRI_melt_thick_Jan_Dec;440;James Ross Island 2014;ice core;James_Ross_Island_2014; -64.20000000; -57.69000; 1542.0;Antarctica;Antarctica;  1000;2007
[ID441]_Law Dome Summer Sea Salt_[Col1]_Law_Dome_SSS;441;Law Dome Summer Sea Salt;ice core;Law_Dome_SSS; -66.13000000; 111.87000; 1370.0;Antarctica;Antarctica;  1000;2009
[ID442]_Chillagoe, Queensland_[Col1]_d18OCH.1;442;Chillagoe, Queensland;speleothem;Chillagoe CH1; -17.15000000; 144.52000;  357.0;Australasia;Australia;  1227;2003
[ID443]_Solomon_Stal_[Col4]_d18OcarbVPDB;443;Solomon_Stal;speleothem;Guadalcanal_Solomon;  -9.49000000; 159.97000;  200.0;Pacific Ocean;Australia;  1423;2010
[ID445]_Vanuatu_Stal_[Col3]_d18OcarbVPDB;445;Vanuatu_Stal;speleothem;Espiritu Santo, Vanuatu; -15.53000000; 167.02000;  230.0;Pacific Ocean;Australia;  1557;2003
[ID451]_NSW_Rainfall_[Col1]_Eastern.NSW.rainfall.index;451;NSW_Rainfall;documents;NSW Rainfall; -33.90000000; 151.20000;    0.0;Australasia;Australia;  1788;2008
[ID452]_Tonga_TH1_[Col1]_Ha.afera_SrCa;452;Tonga_TH1;coral;Tonga TH1 SrCa; -19.93000000;-174.72000;    0.0;Australasia;Tonga;  1791;2003
[ID548]_indo002_crns_col.txt_[Col1]_indo002Signalfree_2;548;indo002_crns_col.txt;tree;indo002_crns_col.txt;  -8.11666667; 111.36667;NA;Asia;Unknown;  1668;2004
[ID549]_indo003_crns_col.txt_[Col1]_indo003Signalfree_2;549;indo003_crns_col.txt;tree;indo003_crns_col.txt;  -8.86666667; 111.20000;NA;Asia;Unknown;  1714;2004
[ID550]_indo004_crns_col.txt_[Col1]_indo004Signalfree_2;550;indo004_crns_col.txt;tree;indo004_crns_col.txt;  -8.50000000; 111.78333;NA;Asia;Unknown;  1644;2005
[ID551]_indo005_crns_col.txt_[Col1]_indo005Signalfree_2;551;indo005_crns_col.txt;tree;indo005_crns_col.txt;  -6.50000000; 123.00000;NA;Asia;Unknown;  1565;2005
[ID552]_indo006_crns_col.txt_[Col1]_indo006Signalfree_2;552;indo006_crns_col.txt;tree;indo006_crns_col.txt;  -8.03333333; 110.26667;NA;Asia;Unknown;  1776;2004
[ID553]_indo007_crns_col.txt_[Col1]_indo007Signalfree_2;553;indo007_crns_col.txt;tree;indo007_crns_col.txt;  -8.50000000; 111.71667;NA;Asia;Unknown;  1689;2000
[ID554]_indo008_crns_col.txt_[Col1]_indo008Signalfree_2;554;indo008_crns_col.txt;tree;indo008_crns_col.txt;  -7.86666667; 115.38333;NA;Asia;Unknown;  1760;2000
[ID588]_DeJong_LagunaChepical_[Col1]_temperature_Laguna_Chepical;588;DeJong_LagunaChepical;lake sediment;Laguna Chepical; -32.26670000; -70.50000; 3050.0;South America;Chile; -1161;2005
[ID589]_Gallego_ASWI_2015_[Col1]_ASWI_West_Africa;589;Gallego_ASWI_2015;instrumental;West Africa; -23.00000000;  10.00000;NA;Africa;NA;  1750;2013
[ID590]_Gallego_WI_2015_[Col1]_WI.(%)_West_Africa_WI;590;Gallego_WI_2015;instrumental;West Africa WI; -23.00000000;  10.00000;NA;Africa;NA;  1750;2012
[ID591]_Hannaford_Shiplogs_Mthatha_[Col1]_1_Mthatha;591;Hannaford_Shiplogs_Mthatha;instrumental;Mthatha; -31.56666700;  28.76667;  764.0;Africa;South-Africa;  1796;2000
[ID592]_Hannaford_Shiplogs_RNP_[Col1]_1_Royal_National_Park;592;Hannaford_Shiplogs_RNP;instrumental;Royal National Park; -28.68900000;  28.94500;NA;Africa;South-Africa;  1797;2012
[ID597]_Burdekin_River_Recon_Update_[Col1]_Rec.Burdekin.km3_Burdekin_River;597;Burdekin_River_Recon_Update;coral;Burdekin River; -18.91666667; 146.60000;    0.0;Australasia;Australia;  1648;2011
[ID599]_Nash Natal documentaries_[Col1]_1_Madagaskar;599;Nash Natal documentaries;documents;Madagaskar; -18.93861100;  47.52139;NA;Africa;Madagaskar;  1836;1999
[ID600]_LagoPlomo2015_[Col1]_tempanom-SONDJF_Lago_Plomo;600;LagoPlomo2015;lake sediment;Lago Plomo; -46.98330000; -72.86670;  203.0;South America;Chile;  1383;2001
[ID602]_Roberts_LawDome_Accumulation_[Col1]_Power.law.accumulation.(ice.equivalent.m/y)_Law_Dome_Summit_South;602;Roberts_LawDome_Accumulation;ice core;Law Dome Summit South; -66.77000000; 112.81000; 1370.0;Antarctica;Antarctica;   -22;2012
[ID603]_Jarvis_Thompson_2015_SrCa_[Col1]_Jarvis.Sr/Ca.(mmol/mol).10-year.smoothed.&.detrended_Jarvis;603;Jarvis_Thompson_2015_SrCa;coral;Jarvis;  -0.37500000;-160.00100;NA;Pacific Ocean;NA;  1890;1990
[ID607]_Pafuri2015Baobab13C_[Col1]_d13C_Pafuri;607;Pafuri2015Baobab13C;tree;Pafuri; -22.82246950;  31.31740;  300.0;Africa;South Africa;   999;2009
[ID608]_Zinke_2015_HoutmanAbrolhos_[Col1]_ssta-SrCa-por61-90.Hai_Houtman_Abrolhos;608;Zinke_2015_HoutmanAbrolhos;coral;Houtman Abrolhos; -28.46090000; 113.75000;NA;Australasia;Australia;  1795;2010
[ID609]_Zinke_2015_NingalooReef_d18O_[Col1]_ssta-SrCa-por61-90.Ning_Ningaloo_Reef;609;Zinke_2015_NingalooReef_d18O;coral;Ningaloo Reef; -21.86450000; 114.07050;   -2.0;North America;Australia;  1879;2010
[ID610]_Zinke_2015_Rowley_SrCa_[Col1]_ssta-SrCa-por61-90.Rowley_Rowley;610;Zinke_2015_Rowley_SrCa;coral;Rowley; -17.31845000; 119.28450;NA;Australasia;Australia;  1798;2009
[ID611]_Zinke_2015_WestAustralia_SST_recon_[Col1]_ssta-SrCa-por61-90.WA_Western_Australia;611;Zinke_2015_WestAustralia_SST_recon;coral;Western Australia; -22.99025000; 116.66300;NA;Australasia;Australia;  1795;2010
[ID612]_Ifaty-1 d18O Z14_[Col1]_sst-d18OPor.61-90_Ifaty_Reef;612;Ifaty-1 d18O Z14;coral;Ifaty Reef; -23.14296700;  43.58307;   -1.1;Africa;Madagascar;  1660;1994
[ID613]_AUSL037_Australasia-JunaDownsGully.ODonnell.2015_[Col6]_ausl037_Signalfree_2_Juna_Downs_Gully;613;AUSL037_Australasia-JunaDownsGully.ODonnell.2015;tree;Juna Downs Gully; -22.50000000;-118.37000;  230.0;Australasia;Australia;  1762;2012
[ID614]_Australasia-SWupdate.Allen.2015_[Col6]_SWupdate_CLH_ver1_Signalfree_2_CTP_West_Tasmania;614;Australasia-SWupdate.Allen.2015;tree;CTP West Tasmania; -42.00000000; 146.00000;  600.0;Australasia;Australia;  1525;2000
[ID615]_Austalasia-TheWalls.Allen.2011_[Col6]_TheWalls1_Signalfree_2_The_Walls_of_Jerusalem;615;Austalasia-TheWalls.Allen.2011;tree;The Walls of Jerusalem; -42.00000000; 146.00000; 1230.0;Australasia;Australia;  1376;2004
[IDP4840]_Ocean2kHR-IndianMayotteZinke20082009_[Col1]_Sr_Ca;P4840;Ocean2kHR-IndianMayotteZinke20082009;coral;Mayotte; -12.65000000;  45.10000;NA;NA;NA;  1881;1994
[IDP4842]_Ocean2kHR-IndianMentawaiAbram2008_[Col1]_d18O;P4842;Ocean2kHR-IndianMentawaiAbram2008;coral;Mentawai Islands;  -0.13000000;  98.52000;NA;NA;NA;  1858;1997
[IDP4835]_Ocean2kHR-IndianKenyaNakamura2009_[Col1]_d18O;P4835;Ocean2kHR-IndianKenyaNakamura2009;coral;Malindi;  -3.20000000;  40.10000;NA;NA;NA;  1886;2002
[IDP4863]_Ocean2kHR-IndianWAGrowthClerkeCooper2012_[Col1]_calcificationRate;P4863;Ocean2kHR-IndianWAGrowthClerkeCooper2012;coral;Clerke Reef, Rowley Shoals; -17.26670000; 119.36670;NA;NA;NA;  1900;2010
[IDP4873]_Ocean2kHR-IndianWAGrowthImperieuseCooper2012_[Col1]_calcificationRate;P4873;Ocean2kHR-IndianWAGrowthImperieuseCooper2012;coral;Imperieuse, Rowley Shoals; -17.51670000; 118.96670;NA;NA;NA;  1900;2010
[IDP4854]_Ocean2kHR-IndianWAGrowthBundegiCooper2012_[Col1]_calcificationRate;P4854;Ocean2kHR-IndianWAGrowthBundegiCooper2012;coral;Bundegi reef, Ningaloo; -21.83330000; 114.18330;NA;NA;NA;  1900;2008
[IDP4886]_Ocean2kHR-IndianWAGrowthTantabiddiCooper2012_[Col1]_calcificationRate;P4886;Ocean2kHR-IndianWAGrowthTantabiddiCooper2012;coral;Tantabiddi reef, Ningaloo; -21.90000000; 113.96670;NA;NA;NA;  1900;2010
[IDP4866]_Ocean2kHR-IndianWAGrowthCoralBayCooper2012_[Col1]_calcificationRate;P4866;Ocean2kHR-IndianWAGrowthCoralBayCooper2012;coral;Coral Bay, Ningaloo; -23.03330000; 113.81670;NA;NA;NA;  1900;2010
[IDP4851]_Ocean2kHR-IndianWAGrowthAbrolhosCooper2012_[Col1]_calcificationRate;P4851;Ocean2kHR-IndianWAGrowthAbrolhosCooper2012;coral;Houtman Abrolhos Islands; -28.46670000; 113.76670;NA;NA;NA;  1900;2010
[IDP4923]_Ocean2kHR-PacificLinsley2006Rarotongad18O99_[Col1]_d18O;P4923;Ocean2kHR-PacificLinsley2006Rarotongad18O99;coral;Rarotonga; -21.23780000;-159.82780;NA;NA;NA;  1906;1999
[IDP4909]_Ocean2kHR-PacificGorman2012Vanuatu_[Col1]_d18O;P4909;Ocean2kHR-PacificGorman2012Vanuatu;coral;Vanuatu; -15.94000000; 166.04000;NA;NA;NA;  1842;2007
[IDP4903]_Ocean2kHR-PacificGBRDruffel1999_[Col1]_d18O;P4903;Ocean2kHR-PacificGBRDruffel1999;coral;Abraham Reef; -22.10000000; 153.00000;NA;NA;NA;  1638;1983
[IDP4890]_Ocean2kHR-PacificBunakenCharles2003_[Col1]_d18O;P4890;Ocean2kHR-PacificBunakenCharles2003;coral;Bunaken Island;  -1.50000000; 124.83300;NA;NA;NA;  1860;1990
[IDP4934]_Ocean2kHR-PacificPNGTudhope1995_[Col1]_d18O;P4934;Ocean2kHR-PacificPNGTudhope1995;coral;Madang Lagoon, Papua New Guinea;  -5.22000000; 145.82000;NA;NA;NA;  1922;1991
[IDP4947]_Ocean2kHR-PacificVanuatuKilbourne2004_[Col1]_d18O;P4947;Ocean2kHR-PacificVanuatuKilbourne2004;coral;Malo Channel, Espiritu Santo Island, Vanuatu; -15.70000000; 167.20000;NA;NA;NA;  1928;1992
[IDP4948]_Ocean2kHR-PacificVanuatuKilbourne2004_[Col1]_Sr_Ca;P4948;Ocean2kHR-PacificVanuatuKilbourne2004;coral;Malo Channel, Espiritu Santo Island, Vanuatu; -15.70000000; 167.20000;NA;NA;NA;  1928;1992
[IDP4928]_Ocean2kHR-PacificNauruGuilderson1999_[Col1]_d18O;P4928;Ocean2kHR-PacificNauruGuilderson1999;coral;Nauru;  -0.53296000; 166.92830;NA;NA;NA;  1897;1995
[IDP4905]_Ocean2kHR-PacificGBRWei2009_[Col1]_d18O;P4905;Ocean2kHR-PacificGBRWei2009;coral;GBR; -16.71670000; 146.03330;NA;NA;NA;  1807;2004
[IDP1]_Africa-ColdAirCave.Sundqvist.2013_[Col1]_temperature;P1;Africa-ColdAirCave.Sundqvist.2013;speleothem;NA; -24.00000000;  29.18000;NA;NA;NA;  1635;1992
[IDP354]_Asia-MUNATG_[Col1]_trsgi;P354;Asia-MUNATG;tree;NA;  -5.50000000; 123.00000;NA;NA;NA;  1565;2005
[IDP60]_Ant-WDC06A.Steig.2013_[Col1]_d18O;P60;Ant-WDC06A.Steig.2013;ice core;WDC06A; -79.46000000;-112.09000;NA;NA;NA;     1;1583
[IDP38]_Ant-TaylorDome.Steig.2000_[Col1]_d18O;P38;Ant-TaylorDome.Steig.2000;ice core;Taylor Dome; -77.78000000; 158.72000;NA;NA;NA;   -26;1937
[IDP4982]_SAm-LagunaEscondida.Elbert.2013_[Col1]_temperature;P4982;SAm-LagunaEscondida.Elbert.2013;lake sediment;Laguna Escondida; -45.51670000; -71.81670;NA;NA;NA;   400;2008
[IDP4823]_Ocean2kHR-IndianAbrolhosKuhnert1999_[Col1]_d13C;P4823;Ocean2kHR-IndianAbrolhosKuhnert1999;coral;Houtman Abrolhos; -28.47000000; 113.77000;NA;NA;NA;  1794;1994
[IDP4930]_Ocean2kHR-PacificNewCaledoniaDelong2012_[Col1]_Sr_Ca;P4930;Ocean2kHR-PacificNewCaledoniaDelong2012;coral;Amedee Island; -22.47500000; 166.46670;NA;NA;NA;  1648;1999
[IDP4983]_SAm-QuelccayaIce.Thompson.2013_[Col1]_d18OiceSMOW;P4983;SAm-QuelccayaIce.Thompson.2013;ice core;Quelccaya Ice Cap; -13.93330000; -70.83330;NA;NA;NA;   226;2009
[IDP4984]_SAm-QuelccayaIceThompson2013_[Col1]_iceacc_m;P4984;SAm-QuelccayaIceThompson2013;glacier ice;Quelccaya Ice Cap; -13.93330000; -70.83330;NA;NA;NA;   226;2009
[IDP28]_Ant-MillIslandBoreholeReconstruction_[Col1]_Temperature;P28;Ant-MillIslandBoreholeReconstruction;borehole;Mill Island; -65.55720000; 100.78650;NA;NA;NA;  1921;2011
[IDP58]_Ant-WDC05ABoreholeTreconstruction_[Col1]_Temperature;P58;Ant-WDC05ABoreholeTreconstruction;borehole;WAIS-Divide; -79.46300000;-112.12500;NA;NA;NA;     9;2007
[IDP486]_Aus-Duckhole.Saunders.2013_[Col1]_RABD660_670_TotalChlorin2__waterContent;P486;Aus-Duckhole.Saunders.2013;lake sediment;Duckhole Lake; -43.36460000; 146.87490;NA;NA;NA;  1140;2001
[IDP4690]_O2kLR-PiscoCentra.Gutierrez.2011_[Col1]_temp_C;P4690;O2kLR-PiscoCentra.Gutierrez.2011;marine sediment;Pisco, Central Peru; -14.13000000; -76.50000; -299.0;NA;NA;  1737;2003
[ID616]_SouthAmerica-ValidiviaCity.Gonzalez-Reyes.2013_[Col1]_Annual_JanDec_Pp_Valdivia_city;616;SouthAmerica-ValidiviaCity.Gonzalez-Reyes.2013;early instrumental & tree;Valdivia city; -39.81958800; -73.24521;    7.0;South America;Chile;  1853;2005
[ID617]_SouthAmerica-BiobioPueloMaule.Munoz.2016_[Col1]_biobio_Biobio_Puelo_Maule_Rivers;617;SouthAmerica-BiobioPueloMaule.Munoz.2016;tree;Biobio Puelo Maule Rivers; -38.00000000; -72.00000;NA;South America;Chile;  1500;2003
[ID617]_SouthAmerica-BiobioPueloMaule.Munoz.2016_[Col2]_maule_Biobio_Puelo_Maule_Rivers;617;SouthAmerica-BiobioPueloMaule.Munoz.2016;tree;Biobio Puelo Maule Rivers; -38.00000000; -72.00000;NA;South America;Chile;  1500;2003
[ID617]_SouthAmerica-BiobioPueloMaule.Munoz.2016_[Col3]_puelo_Biobio_Puelo_Maule_Rivers;617;SouthAmerica-BiobioPueloMaule.Munoz.2016;tree;Biobio Puelo Maule Rivers; -38.00000000; -72.00000;NA;South America;Chile;  1500;2003
[ID618]_SouthAmerica-RioBermejo.Prieto.2015_[Col1]_cuantit_Rio_Bermejo;618;SouthAmerica-RioBermejo.Prieto.2015;documents;Rio Bermejo; -24.00000000; -63.00000;  200.0;South America;Argentina;  1599;2008
Villalba2012_Austrocedrus;NA;Villalba2012_Austrocedrus;tree;Villalba2012_Austrocedrus; -40.00000000; -70.00000;NA;South America;NA;NA;NA
Villalba2012_Araucaria;NA;Villalba2012_Araucaria;tree;Villalba2012_Araucaria; -39.00000000; -70.00000;NA;South America;NA;NA;NA
Villalba2012_Halocarpus;NA;Villalba2012_Halocarpus;tree;Villalba2012_Halocarpus; -42.00000000; 172.00000;NA;Australasia;NA;NA;NA
Villalba2012_Nothofagus;NA;Villalba2012_Nothofagus;tree;Villalba2012_Nothofagus; -55.00000000; -68.00000;NA;South America;NA;NA;NA
Villalba2012_Lagarostrobos;NA;Villalba2012_Lagarostrobos;tree;Villalba2012_Lagarostrobos; -42.00000000; 147.00000;NA;Australasia;NA;NA;NA
Villalba2012_Phyllocladus;NA;Villalba2012_Phyllocladus;tree;Villalba2012_Phyllocladus; -42.00000000; 147.00000;NA;Australasia;NA;NA;NA
EDC Dome C;1.01;EDC Dome C;ice core;EDC Dome C; -75.10000000; 123.39000; 3233.0;East Antarctic Plateau;Antarctica;NA;NA
Vostok composite VRS13 ( a stack of 15 individual isotopic records from snow pits and shallow cores recovered in the vicinity of Vostok Station);1.02;Vostok composite VRS13 ( a stack of 15 individual isotopic records from snow pits and shallow cores recovered in the vicinity of Vostok Station);ice core;Vostok composite VRS13 ( a stack of 15 individual isotopic records from snow pits and shallow cores recovered in the vicinity of Vostok Station); -78.47000000; 106.83000; 3488.0;East Antarctic Plateau;Antarctica;NA;NA
B31Site DML07;1.03;B31Site DML07;ice core;B31Site DML07; -75.58000000;  -3.43000; 2680.0;East Antarctic Plateau;Antarctica;NA;NA
B32Site DML05;1.04;B32Site DML05;ice core;B32Site DML05; -75.00000000;  -0.01000; 2892.0;East Antarctic Plateau;Antarctica;NA;NA
B33Site DML17;1.05;B33Site DML17;ice core;B33Site DML17; -75.17000000;   6.50000; 3160.0;East Antarctic Plateau;Antarctica;NA;NA
Eastern DML L89 (DML Ice divide traverse L);1.07;Eastern DML L89 (DML Ice divide traverse L);ice core;Eastern DML L89 (DML Ice divide traverse L); -74.65000000;  12.80000; 3406.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB96DML01;1.08;DML Plateau Amundsenisen FB96DML01;ice core;DML Plateau Amundsenisen FB96DML01; -74.86000000;  -2.55000; 2817.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB96DML02;1.09;DML Plateau Amundsenisen FB96DML02;ice core;DML Plateau Amundsenisen FB96DML02; -74.97000000;  -3.92000; 3014.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML03;1.1;DML Plateau Amundsenisen FB97DML03;ice core;DML Plateau Amundsenisen FB97DML03; -74.49000000;   1.97000; 2843.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML04;1.11;DML Plateau Amundsenisen FB97DML04;ice core;DML Plateau Amundsenisen FB97DML04; -74.41000000;   7.22000; 3161.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML05;1.12;DML Plateau Amundsenisen FB97DML05;ice core;DML Plateau Amundsenisen FB97DML05; -75.00000000;   0.01000; 2882.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML06;1.13;DML Plateau Amundsenisen FB97DML06;ice core;DML Plateau Amundsenisen FB97DML06; -75.00000000;   8.01000; 3246.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML07;1.14;DML Plateau Amundsenisen FB97DML07;ice core;DML Plateau Amundsenisen FB97DML07; -74.59000000;  -3.44000; 2669.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML08;1.15;DML Plateau Amundsenisen FB97DML08;ice core;DML Plateau Amundsenisen FB97DML08; -75.75000000;   3.29000; 2962.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML09;1.16;DML Plateau Amundsenisen FB97DML09;ice core;DML Plateau Amundsenisen FB97DML09; -75.93000000;   7.22000; 3145.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau Amundsenisen FB97DML10;1.17;DML Plateau Amundsenisen FB97DML10;ice core;DML Plateau Amundsenisen FB97DML10; -75.22000000;  11.35000; 3349.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML11) FB9803;1.18;DML Plateau (DML11) FB9803;ice core;DML Plateau (DML11) FB9803; -74.85000000;  -8.50000; 2600.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML18) FB9804;1.19;DML Plateau (DML18) FB9804;ice core;DML Plateau (DML18) FB9804; -75.25000000;  -6.00000; 2630.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML19) FB9805;1.2;DML Plateau (DML19) FB9805;ice core;DML Plateau (DML19) FB9805; -75.17000000;  -1.00000; 2840.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML20) FB9808;1.22;DML Plateau (DML20) FB9808;ice core;DML Plateau (DML20) FB9808; -74.75000000;   1.00000; 2860.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML03) FB9809;1.23;DML Plateau (DML03) FB9809;ice core;DML Plateau (DML03) FB9809; -74.50000000;   1.96000; 2843.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML21) FB9810;1.24;DML Plateau (DML21) FB9810;ice core;DML Plateau (DML21) FB9810; -74.67000000;   4.00000; 2980.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML22) FB9811;1.25;DML Plateau (DML22) FB9811;ice core;DML Plateau (DML22) FB9811; -75.08000000;   6.50000; 3160.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML23) FB9812;1.26;DML Plateau (DML23) FB9812;ice core;DML Plateau (DML23) FB9812; -75.25000000;   6.50000; 3160.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML15) FB9814;1.28;DML Plateau (DML15) FB9814;ice core;DML Plateau (DML15) FB9814; -75.08000000;   2.50000; 2970.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML14) FB9815;1.29;DML Plateau (DML14) FB9815;ice core;DML Plateau (DML14) FB9815; -74.96000000;  -1.50000; 2840.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML13) FB9816;1.3;DML Plateau (DML13) FB9816;ice core;DML Plateau (DML13) FB9816; -75.00000000;  -4.51000; 2740.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML12) FB9817;1.31;DML Plateau (DML12) FB9817;ice core;DML Plateau (DML12) FB9817; -75.00000000;  -6.50000; 2680.0;East Antarctic Plateau;Antarctica;NA;NA
DML Plateau (DML02) SS9813;1.32;DML Plateau (DML02) SS9813;ice core;DML Plateau (DML02) SS9813; -74.97000000;   3.92000; 3014.0;East Antarctic Plateau;Antarctica;NA;NA
US-ITASE-2002-4;1.35;US-ITASE-2002-4;ice core;US-ITASE-2002-4; -86.50000000;-107.99000; 2586.0;East Antarctic Plateau;Antarctica;NA;NA
Plateau Remote;1.36;Plateau Remote;ice core;Plateau Remote; -84.00000000;  43.00000; 3330.0;East Antarctic Plateau;Antarctica;NA;NA
TALDICE -Talos Dome;1.37;TALDICE -Talos Dome;ice core;TALDICE -Talos Dome; -72.82000000; 159.18000; 2315.0;East Antarctic Plateau;Antarctica;NA;NA
TD96 Talos Dome;1.38;TD96 Talos Dome;ice core;TD96 Talos Dome; -72.80000000; 159.06000; 2316.0;East Antarctic Plateau;Antarctica;NA;NA
SPRESSO (South Pole);1.39;SPRESSO (South Pole);ice core;SPRESSO (South Pole); -89.93000000; 144.39000; 2835.0;East Antarctic Plateau;Antarctica;NA;NA
NUS 08-7;1.4;NUS 08-7;ice core;NUS 08-7; -74.12000000;   1.60000; 2673.0;East Antarctic Plateau;Antarctica;NA;NA
NUS 07-1;1.41;NUS 07-1;ice core;NUS 07-1; -73.72000000;   7.94000; 3174.0;East Antarctic Plateau;Antarctica;NA;NA
400th km;1.42;400th km;ice core;400th km; -69.95000000;  95.62000; 2777.0;East Antarctic Plateau;Antarctica;NA;NA
NVFL-1;1.43;NVFL-1;ice core;NVFL-1; -77.11000000;  95.07000; 3775.0;East Antarctic Plateau;Antarctica;NA;NA
PV-10;1.45;PV-10;ice core;PV-10; -72.81000000;  79.93000; 2800.0;East Antarctic Plateau;Antarctica;NA;NA
DSS Law Dome;2.01;DSS Law Dome;ice core;DSS Law Dome; -66.77000000; 112.81000; 1370.0;Wilkes Land coast;Antarctica;NA;NA
105th km;2.02;105th km;ice core;105th km; -67.43000000;  93.38000; 1407.0;Wilkes Land coast;Antarctica;NA;NA
Berkner Island (South) B25;3.01;Berkner Island (South) B25;ice core;Berkner Island (South) B25; -79.57000000; -45.72000;  890.0;Weddel Sea Coast;Antarctica;NA;NA
Gomez;4.01;Gomez;ice core;Gomez; -73.59000000; -70.36000; 1400.0;Antarctic Peninsula;Antarctica;NA;NA
James Ross Island;4.02;James Ross Island;ice core;James Ross Island; -64.20000000; -57.69000; 1542.0;Antarctic Peninsula;Antarctica;NA;NA
Dyer Plateau;4.03;Dyer Plateau;ice core;Dyer Plateau; -70.68000000; -64.87000; 2002.0;Antarctic Peninsula;Antarctica;NA;NA
Bruce Plateau;4.04;Bruce Plateau;ice core;Bruce Plateau; -66.04000000; -64.08000; 1975.5;Antarctic Peninsula;Antarctica;NA;NA
Ferrigno;5.01;Ferrigno;ice core;Ferrigno; -74.57000000; -86.90000; 1354.0;West Antarctic Ice Sheet;Antarctica;NA;NA
Siple Station;5.03;Siple Station;ice core;Siple Station; -75.92000000; -84.25000; 1054.0;West Antarctic Ice Sheet;Antarctica;NA;NA
