X;ID;dataSetName;archiveType;siteName;latitude;longitude;elevation;region;country;startYear;endYear
WDC05A;5.04;WDC05A;ice core;WDC05A; -79.46000000;-112.09000; 1806.0;West Antarctic Ice Sheet;Antarctica;NA;NA
WDC06A;5.05;WDC06A;ice core;WDC06A; -79.46000000;-112.09000; 1766.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-1999-1;5.06;US-ITASE-1999-1;ice core;US-ITASE-1999-1; -80.62000000;-122.63000; 1350.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2000-1;5.07;US-ITASE-2000-1;ice core;US-ITASE-2000-1; -79.38000000;-111.24000; 1791.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2000-3;5.09;US-ITASE-2000-3;ice core;US-ITASE-2000-3; -78.43000000;-111.92000; 1742.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2000-4;5.1;US-ITASE-2000-4;ice core;US-ITASE-2000-4; -78.08000000;-120.08000; 1697.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2000-5;5.11;US-ITASE-2000-5;ice core;US-ITASE-2000-5; -77.68000000;-124.00000; 1828.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2000-6;5.12;US-ITASE-2000-6;ice core;US-ITASE-2000-6; -78.33000000;-124.48000; 1639.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2001-2;5.14;US-ITASE-2001-2;ice core;US-ITASE-2001-2; -82.00000000;-110.01000; 1746.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2001-3;5.15;US-ITASE-2001-3;ice core;US-ITASE-2001-3; -78.12000000; -95.65000; 1620.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2001-5;5.17;US-ITASE-2001-5;ice core;US-ITASE-2001-5; -77.06000000; -89.14000; 1239.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2002-1;5.18;US-ITASE-2002-1;ice core;US-ITASE-2002-1; -82.00000000;-110.01000; 1746.0;West Antarctic Ice Sheet;Antarctica;NA;NA
US-ITASE-2002-2;5.19;US-ITASE-2002-2;ice core;US-ITASE-2002-2; -83.50000000;-104.99000; 1957.0;West Antarctic Ice Sheet;Antarctica;NA;NA
RICE (Rosevelt Island);5.2;RICE (Rosevelt Island);ice core;RICE (Rosevelt Island); -79.36000000;-161.70000;  550.0;West Antarctic Ice Sheet;Antarctica;NA;NA
Hercules N<e9>v<e9>;6.01;Hercules N<e9>v<e9>;ice core;Hercules N<e9>v<e9>; -73.10000000; 165.40000; 2960.0;Victoria Land;Antarctica;NA;NA
VLG;6.02;VLG;ice core;VLG; -77.33000000; 162.53000;  625.0;Victoria Land;Antarctica;NA;NA
Mt Erebus Saddle - MES;6.03;Mt Erebus Saddle - MES;ice core;Mt Erebus Saddle - MES; -77.52000000; 167.68000; 1600.0;Victoria Land;Antarctica;NA;NA
Whitehall Glacier WGH;6.04;Whitehall Glacier WGH;ice core;Whitehall Glacier WGH; -72.90000000; 169.08000;  400.0;Victoria Land;Antarctica;NA;NA
Taylor Dome;6.05;Taylor Dome;ice core;Taylor Dome; -77.78000000; 158.72000; 2365.0;Victoria Land;Antarctica;NA;NA
IND 22B4 Coastal DML;7.01;IND 22B4 Coastal DML;ice core;IND 22B4 Coastal DML; -70.86000000;  11.54000;  500.0;coastal DML;Antarctica;NA;NA
IND 25B5 Coastal DML;7.02;IND 25B5 Coastal DML;ice core;IND 25B5 Coastal DML; -71.34000000;  11.59000; 1300.0;coastal DML;Antarctica;NA;NA
DML Fimbulisen S20;7.09;DML Fimbulisen S20;ice core;DML Fimbulisen S20; -70.25000000;   4.82000;   63.0;coastal DML;Antarctica;NA;NA
DML Fimbulisen S100;7.11;DML Fimbulisen S100;ice core;DML Fimbulisen S100; -70.24000000;   4.80000;   48.0;coastal DML;Antarctica;NA;NA
DML Ritscherflya E91;7.16;DML Ritscherflya E91;ice core;DML Ritscherflya E91; -73.60000000; -12.43000;  700.0;coastal DML;Antarctica;NA;NA
DML Georg-von-Neumayer Station B04;7.2;DML Georg-von-Neumayer Station B04;ice core;DML Georg-von-Neumayer Station B04; -70.62000000;  -8.37000;   28.0;coastal DML;Antarctica;NA;NA
DML Plateau (Kottas Camp) FB9802;7.33;DML Plateau (Kottas Camp) FB9802;ice core;DML Plateau (Kottas Camp) FB9802; -74.21000000;  -9.75000; 1439.0;coastal DML;Antarctica;NA;NA
Quelccaya_PAGES2013;SAm_1;Quelccaya_PAGES2013;Ice core;Quelccaya_PAGES2013; -13.16000000; -70.14000;NA;South America;Peru;NA;NA
Quelccaya_PAGES2013;SAm_2;Quelccaya_PAGES2013;Ice core;Quelccaya_PAGES2013; -13.16000000; -70.14000;NA;South America;Peru;NA;NA
Laguna Aculeo_PAGES2013;SAm_3;Laguna Aculeo_PAGES2013;Lake sediment;Laguna Aculeo_PAGES2013; -33.14000000; -70.15000;NA;South America;Chile;NA;NA
Cariaco Basin_PAGES2013;SAm_4;Cariaco Basin_PAGES2013;Marine Sediment;Cariaco Basin_PAGES2013;   9.88000000; -64.13000;NA;South America;Venezuela;NA;NA
CAN composite 6_PAGES2013;SAm_5;CAN composite 6_PAGES2013;Tree ring;CAN composite 6_PAGES2013; -38.08000000; -71.08000;NA;South America;Chile;NA;NA
CAN composite 11_PAGES2013;SAm_6;CAN composite 11_PAGES2013;Tree ring;CAN composite 11_PAGES2013; -40.10000000; -72.05000;NA;South America;Chile;NA;NA
Santa Lucia_PAGES2013;SAm_7;Santa Lucia_PAGES2013;Tree ring;Santa Lucia_PAGES2013; -43.00000000; -72.08000;NA;South America;Chile;NA;NA
CAN composite 9_PAGES2013;SAm_8;CAN composite 9_PAGES2013;Tree ring;CAN composite 9_PAGES2013; -39.06000000; -71.04000;NA;South America;Argentina;NA;NA
CAN composite 24_PAGES2013;SAm_9;CAN composite 24_PAGES2013;Tree ring;CAN composite 24_PAGES2013; -42.08000000; -71.06000;NA;South America;Argentina;NA;NA
CAN composite 4_PAGES2013;SAm_10;CAN composite 4_PAGES2013;Tree ring;CAN composite 4_PAGES2013; -39.00000000; -71.08000;NA;South America;Argentina;NA;NA
CAN composite 2_PAGES2013;SAm_11;CAN composite 2_PAGES2013;Tree ring;CAN composite 2_PAGES2013; -37.14000000; -71.00000;NA;South America;Argentina;NA;NA
CAN composite 31_PAGES2013;SAm_12;CAN composite 31_PAGES2013;Tree ring;CAN composite 31_PAGES2013; -39.03000000; -71.05000;NA;South America;Argentina;NA;NA
Glaciar Frias_PAGES2013;SAm_13;Glaciar Frias_PAGES2013;Tree ring;Glaciar Frias_PAGES2013; -41.20000000; -71.90000;NA;South America;Chile;NA;NA
NWA composite 2_PAGES2013;SAm_14;NWA composite 2_PAGES2013;Tree ring;NWA composite 2_PAGES2013; -24.00000000; -65.00000;NA;South America;Argentina;NA;NA
SAN composite 2_PAGES2013;SAm_15;SAN composite 2_PAGES2013;Tree ring;SAN composite 2_PAGES2013; -54.20000000; -68.70000;NA;South America;Chile;NA;NA
CAN composite 16_PAGES2013;SAm_16;CAN composite 16_PAGES2013;Tree ring;CAN composite 16_PAGES2013; -41.02000000; -71.13000;NA;South America;Argentina;NA;NA
CAN composite 19_PAGES2013;SAm_17;CAN composite 19_PAGES2013;Tree ring;CAN composite 19_PAGES2013; -41.03000000; -72.04000;NA;South America;Chile;NA;NA
CAN composite 14_PAGES2013;SAm_18;CAN composite 14_PAGES2013;Tree ring;CAN composite 14_PAGES2013; -41.02000000; -71.13000;NA;South America;Argentina;NA;NA
Vilches_PAGES2013;SAm_19;Vilches_PAGES2013;Tree ring;Vilches_PAGES2013; -35.10000000; -71.01000;NA;South America;Chile;NA;NA
Campinas DJF_PAGES2013;SAm_20;Campinas DJF_PAGES2013;Instrumental;Campinas DJF_PAGES2013; -23.00000000; -47.10000;NA;South America;Brasil;NA;NA
Tucuman DJF_PAGES2013;SAm_21;Tucuman DJF_PAGES2013;Instrumental;Tucuman DJF_PAGES2013; -26.80000000; -65.12000;NA;South America;Argentina;NA;NA
Corrientes DJF_PAGES2013;SAm_22;Corrientes DJF_PAGES2013;Instrumental;Corrientes DJF_PAGES2013; -27.45000000; -58.75000;NA;South America;Argentina;NA;NA
Rio Gallegos DJF_PAGES2013;SAm_23;Rio Gallegos DJF_PAGES2013;Instrumental;Rio Gallegos DJF_PAGES2013; -52.00000000; -69.45000;NA;South America;Argentina;NA;NA
