Year;Cor reconstruction;Cor & Stat reconstruction;Sign Test reconstruction;Abram reconstruction;Cor reconstruction 30yr filtered;Cor & Stat reconstruction 30yr filtered;Sign Test reconstruction 30yr filtered;Abram reconstruction 30yr filtered;Target SAM (Fogt);Target SAM (Fogt) 30yr filtered
1932;0.273;-0.0683;0.6475;0.2195;-0.0238;-0.0646;0.5579;-0.1021;0.7032;0.3467
1933;-0.02;0.2167;1.204;0.4685;0.0194;-0.0335;0.6288;-0.0825;0.3305;0.4477
1934;1.59;1.6302;2.4775;0.647;0.0803;0.0052;0.7078;-0.0723;1.887;0.4972
1935;0.152;0.3922;0.818;0.5145;0.1268;0.0312;0.7663;-0.0668;0.084;0.4846
1936;0.8825;0.6127;1.036;0.687;0.1265;0.024;0.7759;-0.0614;0.2495;0.4431
1937;0.1595;-0.0588;1.2175;-0.4945;0.0367;-0.0553;0.6846;-0.073;0.4272;0.3985
1938;0.384;-0.5518;0.716;-0.6145;-0.1234;-0.1958;0.5074;-0.1082;1.6262;0.331
1939;-0.7525;-0.8253;-0.045;-0.4595;-0.2924;-0.3442;0.3165;-0.1462;-0.7198;0.2177
1940;-1.089;-0.7748;-0.253;-0.8135;-0.4093;-0.4466;0.1841;-0.1664;-0.2875;0.0801
1941;-0.9325;-0.7563;0.046;-0.5355;-0.5397;-0.5613;0.041;-0.1836;0.1105;-0.0604
1942;-0.2725;-0.3068;-0.64;-0.28;-0.7177;-0.7178;-0.1549;-0.2114;-0.5193;-0.1826
1943;-0.4585;-0.8253;-0.489;0.5915;-0.8349;-0.8194;-0.2899;-0.2279;0.2692;-0.2649
1944;-0.983;-0.7728;-0.3495;-0.5615;-0.8758;-0.8477;-0.3376;-0.2143;-0.4865;-0.3181
1945;-2.0605;-1.3058;-1.046;-0.549;-0.8977;-0.8528;-0.3569;-0.179;-1.0905;-0.3656
1946;-1.7055;-1.3008;-0.9925;-0.189;-0.9018;-0.8413;-0.3626;-0.1399;-1.1178;-0.4055
1947;-0.82;-1.1853;-0.026;0.748;-0.8891;-0.8198;-0.3695;-0.1151;0.0642;-0.4357
1948;-0.7255;-0.9388;-0.526;0.085;-0.8371;-0.7689;-0.3637;-0.1166;-0.4525;-0.4542
1949;-0.054;-0.2148;0.313;-0.1575;-0.741;-0.6814;-0.3303;-0.1322;0.0202;-0.459
1950;-0.171;-0.2138;0.291;0.4605;-0.6289;-0.5819;-0.283;-0.1435;0.2747;-0.4373
1951;-0.2375;0.0162;0.1635;-0.7215;-0.5286;-0.4949;-0.2354;-0.1324;-0.596;-0.3853
1952;-0.39;-0.1548;0.064;0.128;-0.4044;-0.3932;-0.171;-0.1011;-0.5733;-0.3149
1953;-0.1225;-0.5193;0.297;-0.6375;-0.234;-0.2569;-0.0805;-0.0648;0.074;-0.238
1954;-0.3605;-0.3468;-0.1425;0.0645;-0.0653;-0.1215;0.0117;-0.0248;-0.041;-0.1664
1955;-0.497;-0.4053;-0.582;0.0955;0.0535;-0.0227;0.0809;0.0177;-0.5025;-0.1119
1956;-0.385;-0.4198;-0.9295;-0.679;0.1362;0.0498;0.1412;0.0861;-0.906;-0.0578
1957;-0.206;-0.0288;-0.6285;-0.223;0.2185;0.1223;0.2107;0.184;-1.2743;0.0081
1958;0.311;0.2977;-0.1215;-0.1415;0.2849;0.1835;0.2714;0.2798;-0.2935;0.0673
1959;1.169;1.0642;1.0655;0.527;0.3201;0.222;0.305;0.3421;1.2625;0.1013
1960;0.8225;0.5962;0.984;1.054;0.3203;0.2373;0.3263;0.3906;0.8625;0.1259
1961;0.9765;0.5312;1.292;0.968;0.2986;0.2387;0.3526;0.4518;1.5685;0.1542
1962;0.388;-0.3043;0.652;1.3185;0.2651;0.2302;0.3693;0.5041;0.2207;0.1631
1963;0.57;0.5527;0.9165;0.966;0.2298;0.2152;0.3621;0.5256;0.7692;0.1304
1964;-0.382;-0.0813;0.0305;-0.172;0.1546;0.1648;0.3033;0.4922;-1.2913;0.0602
1965;-0.4105;-0.0133;-0.5275;0.048;0.027;0.0725;0.1996;0.4164;-0.8738;-0.0308
1966;0.3625;0.1952;0.5515;0.8045;-0.1048;-0.0237;0.0886;0.3322;0.448;-0.126
1967;-0.114;0.1762;0.187;-0.0745;-0.1927;-0.0855;0.0078;0.2735;0.5387;-0.2085
1968;-1.4245;-0.7408;-1.179;-0.0175;-0.2566;-0.1309;-0.0741;0.2129;-1.3765;-0.2616
1969;-0.1645;0.2552;0.5585;0.5125;-0.3339;-0.1893;-0.1888;0.122;0.3965;-0.2873
1970;-0.6145;-0.5798;-0.5685;-0.18;-0.4023;-0.2402;-0.2994;0.0334;-0.566;-0.3002
1971;-0.334;-0.8118;-0.9345;-0.2905;-0.4395;-0.2633;-0.3689;-0.0204;-0.445;-0.3022
1972;-0.195;-0.0938;-0.5215;-0.5415;-0.4174;-0.2456;-0.3813;-0.0304;-1.2108;-0.2952
1973;-0.645;0.0407;-0.711;0.649;-0.3585;-0.2057;-0.3667;-0.0222;-0.2845;-0.2812
1974;0.081;-0.2198;0.581;-0.1455;-0.3159;-0.1702;-0.3567;-0.0145;0.3622;-0.2622
1975;-1.0595;-0.9348;-1.1945;-0.8395;-0.2871;-0.1277;-0.3491;-0.002;-0.749;-0.2318
1976;0.256;0.4607;0.336;0.3775;-0.2421;-0.0619;-0.3256;0.0267;0.5592;-0.1868
1977;-0.2615;0.0252;-0.833;-0.3785;-0.1928;0.0078;-0.2938;0.0612;-0.8768;-0.1337
1978;0.482;0.6492;0.974;1.616;-0.1509;0.0619;-0.2614;0.0914;0.8035;-0.079
1979;0.339;0.2062;0.27;0.8985;-0.1226;0.1048;-0.2207;0.1285;0.8585;-0.0293
1980;-0.8545;-0.5053;-1.0365;-1.146;-0.0999;0.1514;-0.1658;0.1811;-1.4083;0.0088
1981;0.189;0.4887;-0.279;0.253;-0.0739;0.1978;-0.1072;0.2346;-0.031;0.0358
1982;0.1525;0.6607;-0.367;0.0355;-0.0354;0.2405;-0.0556;0.2746;0.7047;0.0575
1983;0.012;0.2522;0.208;0.42;0.0136;0.2685;-0.0023;0.3056;-0.351;0.0756
1984;-0.453;0.0687;-0.11;-0.1245;0.0653;0.2829;0.06;0.3377;-0.1018;0.0916
1985;-0.0215;0.4507;-0.162;0.717;0.1203;0.2978;0.1198;0.3655;0.652;0.0831
1986;-0.223;-0.1433;-0.0075;0.579;0.179;0.3271;0.1652;0.3833;-0.2705;0.0553
1987;0.667;0.7067;0.1215;0.4135;0.2466;0.3572;0.2036;0.3939;0.1232;0.0511
1988;-0.2295;-0.2898;0.314;-0.4785;0.3243;0.3772;0.2461;0.4026;-0.5113;0.0827
1989;0.9575;0.9587;1.175;1.2325;0.4066;0.4054;0.2861;0.4078;1.4247;0.1294
1990;0.912;0.4877;0.8465;1.111;0.4881;0.4598;0.3173;0.4076;0.646;0.1856
1991;0.503;0.7697;0.526;0.6565;0.5784;0.556;0.3411;0.3999;-1.111;0.2454
1992;0.6735;0.5857;-0.008;-0.581;NA;NA;NA;NA;-0.3813;NA
1993;1.054;0.7142;0.043;0.3305;NA;NA;NA;NA;1.314;NA
1994;0.7985;0.6087;0.063;0.5715;NA;NA;NA;NA;-0.3755;NA
1995;0.4415;0.4452;0.1555;0.2125;NA;NA;NA;NA;0.3152;NA
1996;0.7775;0.9157;0.395;0.1215;NA;NA;NA;NA;-0.415;NA
1997;1.148;1.6042;-0.1155;0.0205;NA;NA;NA;NA;0.8677;NA
1998;1.2385;1.4207;0.3365;0.1835;NA;NA;NA;NA;1.4825;NA
1999;1.7355;2.1097;0.7915;0.4225;NA;NA;NA;NA;2.071;NA
2000;1.284;1.5752;0.629;0.09;NA;NA;NA;NA;0.8637;NA
2001;1.5395;2.5067;0.101;0.398;NA;NA;NA;NA;1.3482;NA
2002;1.1905;1.7922;0.2655;-0.133;NA;NA;NA;NA;-1.1503;NA
2003;1.4435;1.3187;-0.175;-0.056;NA;NA;NA;NA;1.5312;NA
2004;0.9475;1.0052;-0.079;0.247;NA;NA;NA;NA;0.4485;NA
2005;1.5745;1.5067;0.1735;-0.0685;NA;NA;NA;NA;0.053;NA
