Year;Cor reconstruction;Cor & Stat reconstruction;Sign Test reconstruction;Abram reconstruction;Cor reconstruction 30yr filtered;Cor & Stat reconstruction 30yr filtered;Sign Test reconstruction 30yr filtered;Abram reconstruction 30yr filtered;Target SAM (Fogt);Target SAM (Fogt) 30yr filtered
1418;-0.8925;-0.8923;-0.8235;-0.5195;-1.1137;-1.0993;-0.8225;-0.7533;NA;NA
1419;-0.164;-0.3148;-1.177;-0.2055;-1.1323;-1.1113;-0.7565;-0.7249;NA;NA
1420;-0.1035;-0.2268;0.21;-0.3655;-1.1497;-1.1214;-0.6842;-0.7026;NA;NA
1421;-0.458;-0.5113;0.1385;0.018;-1.161;-1.1272;-0.6242;-0.697;NA;NA
1422;-1.9155;-1.7523;-0.159;-1.4075;-1.197;-1.1545;-0.5679;-0.7371;NA;NA
1423;-2.432;-2.2603;-1.152;-0.8435;-1.2681;-1.2105;-0.5007;-0.8181;NA;NA
1424;-0.895;-0.9223;-0.815;0.028;-1.3382;-1.2655;-0.4318;-0.9011;NA;NA
1425;-2.3575;-2.1813;-0.388;-0.7985;-1.3712;-1.2899;-0.3705;-0.9468;NA;NA
1426;-2.387;-2.1558;-0.011;-1.7475;-1.3739;-1.2866;-0.3049;-0.9783;NA;NA
1427;-2.1855;-1.8823;-0.6915;-2.076;-1.3724;-1.277;-0.2293;-1.0278;NA;NA
1428;-0.317;-0.3733;-0.2475;-0.9365;-1.36;-1.2586;-0.162;-1.0697;NA;NA
1429;-0.432;-0.4493;-0.098;-0.999;-1.3298;-1.229;-0.1215;-1.0782;NA;NA
1430;-0.674;-0.6558;-0.448;-1.334;-1.2375;-1.1497;-0.1011;-1.04;NA;NA
1431;-0.5355;-0.5948;-0.068;-0.764;-1.0825;-1.0178;-0.0851;-0.971;NA;NA
1432;-2.4975;-2.1793;-0.1975;-1.323;-0.9237;-0.8839;-0.0775;-0.8903;NA;NA
1433;-0.524;-0.5183;0.3135;-0.679;-0.8201;-0.7989;-0.0827;-0.8165;NA;NA
1434;-1.566;-1.4638;0.8935;0.1205;-0.7581;-0.7544;-0.1119;-0.7151;NA;NA
1435;-0.1905;-0.2553;0.09;-0.586;-0.6949;-0.7138;-0.1632;-0.5694;NA;NA
1436;-0.231;-0.3158;0.3415;-0.505;-0.6455;-0.6855;-0.2213;-0.4246;NA;NA
1437;-0.2645;-0.3773;-0.3945;-0.665;-0.625;-0.6777;-0.2709;-0.3264;NA;NA
1438;-0.7405;-0.7883;-1.6775;-0.43;-0.6433;-0.7006;-0.3381;-0.2664;NA;NA
1439;-0.8545;-0.8363;-0.4185;-0.2525;-0.6855;-0.745;-0.4299;-0.2126;NA;NA
1440;-0.1675;-0.3993;-0.661;0.0645;-0.7301;-0.7895;-0.502;-0.174;NA;NA
1441;-1.054;-1.1133;-1.245;-0.356;-0.7952;-0.8487;-0.5561;-0.166;NA;NA
1442;-0.7395;-0.8653;-0.4285;0.3305;-0.8942;-0.9357;-0.6164;-0.1847;NA;NA
1443;-0.989;-1.0313;-0.458;0.392;-0.9989;-1.0269;-0.6727;-0.2107;NA;NA
1444;-1.215;-1.1688;-0.2615;-0.247;-1.081;-1.0989;-0.7146;-0.2245;NA;NA
1445;-0.929;-0.9808;-0.396;-0.264;-1.167;-1.1731;-0.7278;-0.2422;NA;NA
1446;-1.519;-1.3998;-0.6725;-0.466;-1.2804;-1.2692;-0.7173;-0.2801;NA;NA
1447;-1.781;-1.6473;-1.061;-0.8275;-1.3887;-1.3602;-0.7021;-0.3189;NA;NA
1448;-0.994;-1.0038;-0.6775;-0.3935;-1.4594;-1.4193;-0.701;-0.3393;NA;NA
1449;-1.8935;-1.7938;-1.1065;-0.721;-1.4945;-1.4495;-0.7274;-0.3513;NA;NA
1450;-1.9275;-1.8133;-0.805;-0.283;-1.5176;-1.4706;-0.7695;-0.3703;NA;NA
1451;-1.0635;-1.1218;-0.2505;0.1065;-1.5287;-1.4808;-0.8085;-0.3846;NA;NA
1452;-2.007;-1.9018;-0.5545;-0.797;-1.5283;-1.4784;-0.8256;-0.3828;NA;NA
1453;-1.3135;-1.3223;-0.9225;-0.3495;-1.4945;-1.447;-0.8205;-0.356;NA;NA
1454;-1.349;-1.2803;-0.842;-0.2675;-1.4252;-1.3863;-0.807;-0.3109;NA;NA
1455;-0.984;-1.0638;-0.839;0.0295;-1.3496;-1.3187;-0.7872;-0.2595;NA;NA
1456;-1.617;-1.5093;-1.204;-0.031;-1.297;-1.2669;-0.7634;-0.2138;NA;NA
1457;-1.5085;-1.4423;-1.0395;-0.352;-1.2361;-1.2025;-0.7153;-0.1625;NA;NA
1458;-1.4905;-1.3938;-0.9225;-0.5625;-1.1432;-1.1067;-0.6401;-0.0967;NA;NA
1459;-0.344;-0.4498;0.1245;0.5865;-1.0587;-1.0165;-0.5657;-0.0314;NA;NA
1460;-1.3295;-1.2768;-1.004;-0.2985;-1.0229;-0.9687;-0.5202;0.0183;NA;NA
1461;-1.2315;-1.0013;-0.826;-0.297;-1.0336;-0.9542;-0.4751;0.0701;NA;NA
1462;-0.757;-0.7523;-0.021;0.2025;-1.0602;-0.9447;-0.4063;0.1364;NA;NA
1463;-0.4165;-0.6368;0.2275;0.5725;-1.1012;-0.9487;-0.3493;0.1947;NA;NA
1464;-1.3745;-0.8463;-0.1755;-0.0555;-1.1549;-0.9744;-0.3392;0.2224;NA;NA
1465;-1.209;-0.9813;-0.6025;0.0425;-1.2611;-1.0513;-0.3905;0.2237;NA;NA
1466;-1.135;-1.0493;-0.5005;0.107;-1.4243;-1.1758;-0.4782;0.2159;NA;NA
1467;-1.2465;-1.2033;-0.503;0.198;-1.5901;-1.3061;-0.5789;0.1965;NA;NA
1468;-0.9485;-0.6093;0.2215;1.8395;-1.704;-1.4007;-0.6692;0.1629;NA;NA
1469;-2.5575;-1.9208;-1.0785;-0.095;-1.8175;-1.5079;-0.7974;0.0994;NA;NA
1470;-2.444;-2.1438;-0.8805;-0.7285;-1.9615;-1.6492;-0.9707;0.0115;NA;NA
1471;-2.4535;-1.9108;-0.9585;-0.1095;-2.0506;-1.7424;-1.104;-0.0719;NA;NA
1472;-1.936;-1.5638;-1.4035;0.0045;-2.0649;-1.7787;-1.204;-0.1756;NA;NA
1473;-2.469;-2.0828;-1.5985;-0.202;-2.0501;-1.8031;-1.3193;-0.3185;NA;NA
1474;-2.39;-2.2913;-2.0275;-0.7155;-2.0195;-1.8144;-1.4275;-0.4625;NA;NA
1475;-1.9155;-1.9403;-1.885;-0.2175;-1.9863;-1.8116;-1.5062;-0.5696;NA;NA
1476;-2.1165;-2.1818;-1.787;-1.1585;-1.9119;-1.7687;-1.5533;-0.6545;NA;NA
1477;-2.4495;-1.9633;-1.636;-1.4155;-1.7814;-1.6828;-1.5837;-0.7462;NA;NA
1478;-1.0555;-1.1423;-1.1035;-0.407;-1.643;-1.5875;-1.6005;-0.8278;NA;NA
1479;-0.9535;-0.8638;-1.3045;-0.0365;-1.545;-1.5164;-1.6068;-0.8822;NA;NA
1480;-0.55;-1.1463;-1.1595;-0.8805;-1.4659;-1.4491;-1.5668;-0.8953;NA;NA
1481;-1.436;-1.1318;-1.419;-1.468;-1.3685;-1.3592;-1.4751;-0.8782;NA;NA
1482;-1.557;-1.5798;-1.5915;-1.558;-1.278;-1.2704;-1.3802;-0.852;NA;NA
1483;-0.9285;-1.0483;-1.705;-0.9185;-1.2191;-1.2067;-1.3306;-0.8376;NA;NA
1484;-1.2685;-1.1668;-1.4495;-0.667;-1.2045;-1.1753;-1.32;-0.8183;NA;NA
1485;-2.273;-1.5558;-1.8695;-0.9515;-1.2181;-1.1603;-1.3132;-0.777;NA;NA
1486;-1.012;-1.2198;-1.276;-0.2605;-1.242;-1.1511;-1.315;-0.7342;NA;NA
1487;-0.7335;-0.8038;-0.9655;-0.154;-1.258;-1.1368;-1.3304;-0.7104;NA;NA
1488;-0.986;-1.2158;-1.0855;-0.483;-1.2827;-1.1282;-1.376;-0.7069;NA;NA
1489;-1.649;-1.0913;-0.9205;-0.975;-1.3302;-1.1337;-1.4481;-0.7084;NA;NA
1490;-1.7105;-1.4443;-0.8175;-1.103;-1.3793;-1.1393;-1.5207;-0.7099;NA;NA
1491;-0.9965;-0.7833;-1.095;-0.3975;-1.4088;-1.1309;-1.5681;-0.7063;NA;NA
1492;-1.5195;-1.1628;-1.8965;-0.572;-1.4236;-1.1082;-1.6046;-0.712;NA;NA
1493;-1.1695;-0.7413;-2.0445;0.0995;-1.4397;-1.0817;-1.6527;-0.7334;NA;NA
1494;-1.713;-1.6363;-2.194;-1.263;-1.4522;-1.0528;-1.699;-0.7534;NA;NA
1495;-1.478;-0.8633;-2.847;-1.463;-1.4563;-1.0232;-1.7297;-0.7548;NA;NA
1496;-1.96;-1.3368;-2.517;-1.35;-1.4463;-0.9811;-1.7552;-0.7334;NA;NA
1497;-1.111;-0.6548;-1.287;-0.3135;-1.4256;-0.9246;-1.7854;-0.7009;NA;NA
1498;-1.296;-0.8568;-1.2185;-0.731;-1.4025;-0.87;-1.8062;-0.664;NA;NA
1499;-1.4165;-1.0083;-1.2765;-0.327;-1.3856;-0.8335;-1.8038;-0.6294;NA;NA
1500;-1.949;-1.0373;-1.5905;-0.632;-1.3566;-0.7946;-1.759;-0.5752;NA;NA
1501;-1.432;-0.7668;-1.407;-0.955;-1.3131;-0.7454;-1.6851;-0.5013;NA;NA
1502;-0.9205;-0.4068;-1.687;0.0885;-1.2871;-0.7212;-1.6159;-0.4472;NA;NA
1503;-0.7035;-0.6503;-1.198;-0.1995;-1.2834;-0.7276;-1.5495;-0.4027;NA;NA
1504;-1.1575;-0.5258;-1.9965;-0.167;-1.2839;-0.7453;-1.4688;-0.3447;NA;NA
1505;-1.607;-0.7758;-1.9185;-1.069;-1.2871;-0.7718;-1.3846;-0.2929;NA;NA
1506;-1.302;-0.6468;-1.887;0.0925;-1.2912;-0.8049;-1.3076;-0.267;NA;NA
1507;-1.164;-0.7433;-0.95;-0.0075;-1.31;-0.8633;-1.2267;-0.2728;NA;NA
1508;-1.0665;-0.8903;-0.779;-0.408;-1.3466;-0.9509;-1.1327;-0.297;NA;NA
1509;-1.1465;-1.0093;-0.938;-0.123;-1.3831;-1.0428;-1.0395;-0.3308;NA;NA
1510;-1.721;-1.1888;-1.39;-0.404;-1.4017;-1.1145;-0.9608;-0.3654;NA;NA
1511;-1.838;-1.4928;-0.6865;-0.7475;-1.4134;-1.1869;-0.8747;-0.4135;NA;NA
1512;-1.8275;-1.5143;-0.573;-0.385;-1.4325;-1.2803;-0.7688;-0.4824;NA;NA
1513;-0.968;-1.0408;-0.3045;-0.7125;-1.4467;-1.3688;-0.671;-0.5554;NA;NA
1514;-1.991;-1.9958;-1.013;-0.4665;-1.4433;-1.4265;-0.6094;-0.6161;NA;NA
1515;-0.898;-1.0763;-0.1345;0.4555;-1.4221;-1.4543;-0.6131;-0.6787;NA;NA
1516;-1.2285;-1.2528;-0.636;-0.9955;-1.3916;-1.4709;-0.6641;-0.7572;NA;NA
1517;-1.696;-1.7808;-0.7065;-1.8995;-1.3525;-1.4771;-0.7196;-0.8338;NA;NA
1518;-1.2455;-1.5528;-0.8815;-1.2295;-1.3053;-1.4737;-0.7368;-0.8911;NA;NA
1519;-0.979;-1.3053;-0.147;-0.693;-1.2462;-1.4548;-0.7421;-0.9422;NA;NA
1520;-0.9705;-1.3108;-0.3365;-0.559;-1.1741;-1.4189;-0.7695;-1.0004;NA;NA
1521;-1.3385;-1.7248;-1.003;-0.888;-1.0938;-1.3735;-0.7875;-1.0487;NA;NA
1522;-1.254;-1.4658;-1.2555;-1.1215;-1.0103;-1.3261;-0.7643;-1.0701;NA;NA
1523;-0.7305;-0.9108;-1.0645;-1.244;-0.9056;-1.2619;-0.6845;-1.0607;NA;NA
1524;-1.0105;-1.1353;-1.593;-0.8835;-0.7756;-1.1745;-0.5709;-1.0328;NA;NA
1525;-0.862;-1.1788;-0.7295;-1.1485;-0.6456;-1.0841;-0.4501;-0.9939;NA;NA
1526;-0.3905;-0.7898;-0.2295;-0.89;-0.5412;-1.0106;-0.3483;-0.951;NA;NA
1527;-0.813;-1.2268;-0.786;-1.523;-0.4355;-0.9313;-0.2215;-0.8841;NA;NA
1528;-0.3545;-1.0883;0.5135;-1.091;-0.3071;-0.8299;-0.0445;-0.7864;NA;NA
1529;-0.4245;-1.0988;0.2425;-0.802;-0.1894;-0.7355;0.1276;-0.6856;NA;NA
1530;0.488;-0.3458;1.212;0.0825;-0.1156;-0.6775;0.2401;-0.6092;NA;NA
1531;0.282;-0.6268;1.4525;-0.151;-0.0865;-0.6547;0.3003;-0.5352;NA;NA
1532;0.2885;-0.0993;0.2065;-0.5785;-0.0771;-0.6448;0.3496;-0.4404;NA;NA
1533;0.014;-0.3668;-0.149;-0.301;-0.0819;-0.6456;0.3838;-0.3505;NA;NA
1534;-0.2125;-0.8458;-0.106;-0.938;-0.0952;-0.655;0.3986;-0.2911;NA;NA
1535;0.073;-0.6178;0.3;0.2055;-0.1543;-0.7007;0.3464;-0.2646;NA;NA
1536;-0.37;-0.5968;0.506;-0.1155;-0.2677;-0.7866;0.2243;-0.2527;NA;NA
1537;-0.223;-0.5508;0.956;0.1755;-0.3859;-0.8756;0.0956;-0.2507;NA;NA
1538;-0.479;-0.8848;-0.108;-0.148;-0.4598;-0.9305;0.0233;-0.2535;NA;NA
1539;-0.999;-1.3673;-0.347;-0.348;-0.5062;-0.9709;-0.0035;-0.2709;NA;NA
1540;-0.4895;-1.1938;-0.1225;-0.236;-0.5632;-1.0268;-0.0319;-0.3078;NA;NA
1541;-1.1915;-1.6228;-1.1405;-1.515;-0.6133;-1.0764;-0.0528;-0.3527;NA;NA
1542;-0.5615;-1.0588;-0.301;-0.138;-0.6391;-1.0979;-0.057;-0.394;NA;NA
1543;-0.634;-1.0653;-0.0505;0.0575;-0.6113;-1.0659;-0.0157;-0.4392;NA;NA
1544;-0.6195;-1.1418;0.4745;-0.5165;-0.5397;-0.9941;0.0666;-0.497;NA;NA
1545;-0.862;-1.3118;-0.1355;-0.698;-0.4657;-0.9189;0.1493;-0.5577;NA;NA
1546;-0.4425;-0.8223;0.5645;-0.5105;-0.4303;-0.8767;0.1917;-0.6117;NA;NA
1547;-0.8185;-1.2853;-0.408;-1.3565;-0.4175;-0.8476;0.2101;-0.6696;NA;NA
1548;0.1335;-0.3573;1.0045;0.067;-0.3944;-0.8017;0.2377;-0.7388;NA;NA
1549;0.183;-0.3153;0.4735;-0.3295;-0.3773;-0.7606;0.2595;-0.8053;NA;NA
1550;0.166;-0.1643;0.448;-0.964;-0.3827;-0.746;0.2601;-0.8549;NA;NA
1551;0.415;0.0932;1.0115;-1.039;-0.4375;-0.7731;0.2082;-0.911;NA;NA
1552;-0.9075;-1.1198;0.0445;-1.49;-0.5324;-0.8277;0.1111;-0.9864;NA;NA
1553;-1.0925;-1.3228;0.1395;-1.09;-0.629;-0.8877;0.0115;-1.0509;NA;NA
1554;-0.607;-0.8953;-0.424;-0.8895;-0.6888;-0.9309;-0.0473;-1.0746;NA;NA
1555;-0.5105;-0.8278;-0.253;-0.58;-0.7348;-0.9819;-0.0756;-1.0551;NA;NA
1556;-1.135;-1.4348;-0.3455;-0.913;-0.7992;-1.0609;-0.1074;-1.0148;NA;NA
1557;-1.0065;-1.2338;-0.7375;-1.2535;-0.8575;-1.1386;-0.136;-0.9602;NA;NA
1558;-1.7335;-1.9463;-0.728;-1.8575;-0.8853;-1.1857;-0.1546;-0.8978;NA;NA
1559;-1.1185;-1.2568;-0.0835;-1.387;-0.8735;-1.2049;-0.1503;-0.8024;NA;NA
1560;-1.088;-1.2958;-0.157;-0.4685;-0.8374;-1.2164;-0.125;-0.6664;NA;NA
1561;-0.5705;-0.7853;0.034;0.0015;-0.7894;-1.2173;-0.0943;-0.5232;NA;NA
1562;-0.0585;-0.4883;0.185;0.081;-0.7418;-1.2042;-0.0739;-0.4061;NA;NA
1563;-0.9905;-1.4003;-0.1495;-0.7335;-0.6581;-1.1525;-0.0398;-0.2748;NA;NA
1564;-0.058;-1.2183;0.9515;-0.1195;-0.5372;-1.0706;0.0152;-0.1133;NA;NA
1565;-0.1565;-0.9508;1.085;0.071;-0.4445;-1.0048;0.0511;0.0086;NA;NA
1566;0.151;-1.0003;-0.074;0.9345;-0.3724;-0.945;0.0634;0.1015;NA;NA
1567;-0.646;-1.0073;-0.635;0.2745;-0.2849;-0.8655;0.0718;0.2044;NA;NA
1568;-1.118;-1.1913;-0.6735;-0.2305;-0.2049;-0.7891;0.0725;0.2906;NA;NA
1569;-0.562;-0.8663;-0.6635;-0.0935;-0.1555;-0.7387;0.0619;0.3333;NA;NA
1570;0.162;-0.5523;0.248;0.717;-0.1393;-0.711;0.0262;0.3078;NA;NA
1571;-0.1045;-0.6083;0.351;-0.3935;-0.1399;-0.6884;-0.0328;0.2315;NA;NA
1572;0.2215;-0.4588;-0.239;0.685;-0.1517;-0.6719;-0.0955;0.141;NA;NA
1573;0.416;-0.3273;0.1775;0.7405;-0.1689;-0.6628;-0.1423;0.0729;NA;NA
1574;-0.0635;-0.1143;0.623;0.543;-0.2081;-0.6773;-0.1814;-0.0078;NA;NA
1575;-0.38;-0.7273;0.047;-0.2475;-0.2738;-0.7158;-0.2263;-0.1305;NA;NA
1576;-0.2575;-0.6773;-0.356;-0.1615;-0.3421;-0.7553;-0.2655;-0.251;NA;NA
1577;-0.716;-1.3448;-1.0325;-1.175;-0.3893;-0.7728;-0.2871;-0.3252;NA;NA
1578;-0.481;-0.7338;-0.081;-0.3835;-0.4387;-0.784;-0.2944;-0.3698;NA;NA
1579;-0.4225;-0.8778;-0.4705;-0.2725;-0.5115;-0.8085;-0.2985;-0.42;NA;NA
1580;-0.291;-0.8193;-0.539;-0.3915;-0.5806;-0.8296;-0.3001;-0.4593;NA;NA
1581;-0.6505;-1.0113;-0.3565;-1.9125;-0.6187;-0.8305;-0.2996;-0.4711;NA;NA
1582;-1.418;-1.4393;-0.894;-1.0225;-0.6138;-0.7953;-0.2773;-0.4333;NA;NA
1583;-0.808;-0.7113;-0.472;0.5635;-0.584;-0.7342;-0.2299;-0.3548;NA;NA
1584;-0.861;-0.7493;0.0025;0.498;-0.5477;-0.669;-0.1823;-0.2653;NA;NA
1585;-0.703;-0.6853;-0.008;-0.586;-0.5235;-0.6219;-0.1595;-0.1947;NA;NA
1586;-0.3455;-0.3993;0.2995;-0.3855;-0.4906;-0.5712;-0.1554;-0.118;NA;NA
1587;0.584;0.4582;0.53;0.9685;-0.4332;-0.4983;-0.1502;-0.011;NA;NA
1588;-0.2815;-0.5018;0.005;-0.2375;-0.377;-0.43;-0.1485;0.0957;NA;NA
1589;-0.7105;-0.6123;-0.1215;0.156;-0.3477;-0.3929;-0.1549;0.1711;NA;NA
1590;-0.8145;-0.7018;-0.2255;-0.204;-0.3436;-0.3958;-0.198;0.2068;NA;NA
1591;0.3535;-0.2663;-0.266;0.286;-0.3452;-0.42;-0.2777;0.2243;NA;NA
1592;0.1825;-0.0593;-0.2155;1.205;-0.3518;-0.4513;-0.3559;0.2381;NA;NA
1593;-0.628;-0.2863;-1.007;0.0585;-0.3626;-0.4752;-0.3943;0.2628;NA;NA
1594;-0.395;-0.7278;-0.7855;0.165;-0.392;-0.5112;-0.4035;0.3162;NA;NA
1595;-0.239;-0.3928;-0.0285;0.592;-0.4432;-0.5722;-0.4135;0.3877;NA;NA
1596;-0.6465;-0.6133;-0.3575;-0.01;-0.4988;-0.6338;-0.415;0.4496;NA;NA
1597;-1.499;-1.1693;-0.99;-0.483;-0.5415;-0.6714;-0.3987;0.4739;NA;NA
1598;-1.029;-1.0378;-0.785;0.223;-0.5838;-0.6818;-0.3365;0.4643;NA;NA
1599;-0.0115;-0.4373;-0.1465;0.3895;-0.6387;-0.6826;-0.2316;0.4426;NA;NA
1600;-0.4365;-0.9318;0.013;0.8975;-0.6898;-0.681;-0.1221;0.4082;NA;NA
1601;-0.391;-0.4483;-0.0345;0.8155;-0.7204;-0.6841;-0.046;0.3604;NA;NA
1602;-0.5625;-1.1318;0.211;0.408;-0.7354;-0.6784;0.0184;0.2767;NA;NA
1603;-0.6455;-0.4058;0.491;1.297;-0.7464;-0.657;0.1016;0.1569;NA;NA
1604;-1.058;-0.6648;0.514;0.9245;-0.748;-0.6367;0.1786;0.0339;NA;NA
1605;-0.5755;-0.2323;0.3175;0.176;-0.7344;-0.6345;0.2243;-0.0589;NA;NA
1606;-1.2145;-0.6973;-0.0515;-1.0165;-0.6981;-0.6572;0.2398;-0.1517;NA;NA
1607;-0.7065;-0.5983;0.016;-1.646;-0.6439;-0.6925;0.2422;-0.2745;NA;NA
1608;-0.305;-0.4053;0.587;-0.5515;-0.5851;-0.729;0.2313;-0.394;NA;NA
1609;-1.248;-0.8233;0.215;-0.9015;-0.5347;-0.7552;0.2068;-0.4774;NA;NA
1610;-0.801;-0.6253;0.0175;-0.78;-0.4643;-0.777;0.1514;-0.5242;NA;NA
1611;-0.3925;-1.1228;-0.466;-0.8485;-0.361;-0.8042;0.0639;-0.5573;NA;NA
1612;0.3295;-0.6163;0.097;0.276;-0.2607;-0.8317;-0.0315;-0.5781;NA;NA
1613;-0.1395;-1.1298;0.171;-0.888;-0.1997;-0.8545;-0.1107;-0.5883;NA;NA
1614;0.2975;-1.3053;0.233;0.251;-0.1699;-0.8711;-0.1879;-0.5567;NA;NA
1615;-0.1115;-1.2243;-0.175;-0.694;-0.1441;-0.8849;-0.2821;-0.4782;NA;NA
1616;-0.3075;-1.1313;-0.3265;0.022;-0.1287;-0.8988;-0.3761;-0.3935;NA;NA
1617;0.053;-0.7198;-0.8385;-0.2565;-0.1306;-0.9151;-0.4528;-0.3435;NA;NA
1618;0.3895;-0.3728;-0.54;-0.5555;-0.1737;-0.9326;-0.5348;-0.3416;NA;NA
1619;-0.878;-0.9243;-0.9375;-0.674;-0.2554;-0.9474;-0.6364;-0.3601;NA;NA
1620;-0.0245;-0.5853;-0.8755;-0.7315;-0.3429;-0.9591;-0.7275;-0.3779;NA;NA
1621;0.1095;-0.1068;-0.523;0.1885;-0.4035;-0.967;-0.7785;-0.3737;NA;NA
1622;-0.8535;-1.2713;-0.444;-0.2435;-0.4411;-0.9653;-0.7765;-0.3437;NA;NA
1623;-0.886;-1.3658;-0.637;-0.293;-0.4817;-0.9558;-0.7432;-0.3037;NA;NA
1624;-0.983;-1.3208;-1.1195;0.0785;-0.5253;-0.9495;-0.7007;-0.2618;NA;NA
1625;-0.8485;-1.5138;-0.7495;-0.3995;-0.5717;-0.9573;-0.6709;-0.2263;NA;NA
1626;-0.9535;-1.5458;-1.438;-1.203;-0.6316;-0.989;-0.6285;-0.1724;NA;NA
1627;-0.7375;-0.7068;-0.7525;-0.597;-0.7;-1.0334;-0.5617;-0.0993;NA;NA
1628;-0.4375;-1.1628;-0.643;-0.5695;-0.7527;-1.07;-0.5122;-0.0517;NA;NA
1629;-0.002;-0.5028;-0.307;0.896;-0.7956;-1.0987;-0.4853;-0.0305;NA;NA
1630;-0.0275;-0.3638;0.653;1.073;-0.8416;-1.1294;-0.4574;-0.0106;NA;NA
1631;-0.73;-0.9353;0.198;0.237;-0.878;-1.1562;-0.4267;0.0027;NA;NA
1632;-0.4215;-0.6018;0.255;0.0445;-0.8914;-1.1732;-0.3916;0.0043;NA;NA
1633;-1.5;-1.8378;-0.758;-0.604;-0.883;-1.1908;-0.3459;-0.0168;NA;NA
1634;-1.5775;-1.6693;-0.68;0.5585;-0.8649;-1.2157;-0.2923;-0.0573;NA;NA
1635;-2.137;-1.7563;-0.829;-0.498;-0.841;-1.2371;-0.2423;-0.1016;NA;NA
1636;-0.9865;-1.2058;-0.668;0.0235;-0.8152;-1.2442;-0.2074;-0.1342;NA;NA
1637;-0.6805;-1.4238;-0.631;-0.353;-0.7695;-1.2327;-0.1993;-0.1709;NA;NA
1638;-0.6195;-1.1353;-0.401;-0.3115;-0.6982;-1.2102;-0.2103;-0.2266;NA;NA
1639;-0.407;-1.2368;-0.387;-0.3125;-0.6236;-1.1835;-0.223;-0.2841;NA;NA
1640;-0.112;-1.3763;0.5645;-1.153;-0.568;-1.1596;-0.2201;-0.3262;NA;NA
1641;0.3055;-0.5133;1.014;0.0285;-0.4991;-1.1093;-0.1887;-0.3366;NA;NA
1642;-0.538;-1.2863;0.161;-0.7455;-0.3966;-1.024;-0.1391;-0.3248;NA;NA
1643;-0.364;-0.7903;-0.205;-0.227;-0.3012;-0.9411;-0.0881;-0.312;NA;NA
1644;-0.079;-0.6878;-0.5565;0.4125;-0.2535;-0.8981;-0.0525;-0.3195;NA;NA
1645;-0.648;-1.2118;-0.3185;-0.476;-0.2767;-0.9049;-0.0366;-0.3389;NA;NA
1646;-0.4995;-0.9308;-0.6375;0.0945;-0.3447;-0.9352;-0.0305;-0.3538;NA;NA
1647;-0.141;-0.4153;-0.083;-0.286;-0.4236;-0.9721;-0.0298;-0.3739;NA;NA
1648;-0.548;-0.5648;0.0835;-0.628;-0.4796;-0.9988;-0.0298;-0.4085;NA;NA
1649;-0.478;-1.4528;-0.694;-0.6825;-0.5296;-1.0304;-0.0323;-0.4845;NA;NA
1650;-0.3355;-1.1153;0.83;-1.666;-0.5995;-1.081;-0.0396;-0.5975;NA;NA
1651;-0.3845;-0.7058;0.5105;0.567;-0.6689;-1.1323;-0.048;-0.7098;NA;NA
1652;-0.876;-1.4798;-0.0665;0.2135;-0.7173;-1.1658;-0.0538;-0.7838;NA;NA
1653;-0.99;-1.5103;0.0925;-1.0445;-0.7488;-1.1863;-0.0628;-0.837;NA;NA
1654;-1.8805;-1.7908;-0.727;-1.499;-0.7789;-1.2081;-0.0777;-0.8989;NA;NA
1655;-0.4415;-0.9428;0.314;-1.17;-0.8049;-1.2278;-0.0907;-0.9498;NA;NA
1656;-0.9575;-1.9278;0.01;-1.2945;-0.8241;-1.2416;-0.0937;-0.97;NA;NA
1657;-0.385;-1.0488;-0.1135;-0.883;-0.8377;-1.2573;-0.0951;-0.9519;NA;NA
1658;-0.945;-0.8703;-0.3175;-1.6915;-0.8469;-1.2765;-0.1027;-0.9098;NA;NA
1659;-0.3345;-0.4753;0.0265;-0.5385;-0.849;-1.2863;-0.1081;-0.8568;NA;NA
1660;-0.861;-1.2048;-0.7775;-1.093;-0.8412;-1.2739;-0.1029;-0.8059;NA;NA
1661;-0.717;-0.9983;-0.2405;-0.993;-0.8132;-1.2356;-0.079;-0.7358;NA;NA
1662;-0.7155;-1.2048;0.1195;0.1805;-0.7665;-1.1815;-0.0406;-0.6334;NA;NA
1663;-1.0535;-1.4453;-0.068;-0.194;-0.716;-1.1194;0.0019;-0.5242;NA;NA
1664;-1.004;-1.6033;0.1345;-0.3065;-0.6765;-1.0569;0.0381;-0.4337;NA;NA
1665;-0.8145;-1.3918;0.178;-0.3295;-0.6341;-0.9721;0.0876;-0.3423;NA;NA
1666;-0.6665;-1.2548;0.551;0.1185;-0.5776;-0.8585;0.1594;-0.2306;NA;NA
1667;-0.356;-0.8768;0.419;-0.207;-0.5255;-0.7474;0.2273;-0.1249;NA;NA
1668;-0.8275;-0.8683;0.266;-1.2515;-0.4963;-0.6698;0.2654;-0.0517;NA;NA
1669;-0.2455;-0.3343;0.3615;-0.174;-0.4805;-0.5967;0.2739;-0.0149;NA;NA
1670;-0.436;-0.3213;-0.5575;0.334;-0.4625;-0.5004;0.2718;0.0043;NA;NA
1671;0.0045;0.3487;0.0195;0.353;-0.4516;-0.4145;0.2614;0.014;NA;NA
1672;-0.073;0.1312;0.5035;0.3305;-0.4569;-0.3723;0.2448;0.0218;NA;NA
1673;-0.288;-0.1948;0.604;-0.1075;-0.5031;-0.4003;0.2068;0.021;NA;NA
